1	1	-256.14	-521.08	496.03	i3
1	2	-256.14	-521.08	479.01	i3
1	3	-256.14	-521.08	461.99	i3
1	4	-256.14	-521.08	444.97	i3
1	5	-256.14	-521.08	427.95	i3
1	6	-256.14	-521.08	410.93	i3
1	7	-256.14	-521.08	393.91	i3
1	8	-256.14	-521.08	376.88	i3
1	9	-256.14	-521.08	359.86	i3
1	10	-256.14	-521.08	342.84	i3
1	11	-256.14	-521.08	325.82	i3
1	12	-256.14	-521.08	308.8	i3
1	13	-256.14	-521.08	291.78	i3
1	14	-256.14	-521.08	274.76	i3
1	15	-256.14	-521.08	257.74	i3
1	16	-256.14	-521.08	240.72	i3
1	17	-256.14	-521.08	223.7	i3
1	18	-256.14	-521.08	206.68	i3
1	19	-256.14	-521.08	189.66	i3
1	20	-256.14	-521.08	172.64	i3
1	21	-256.14	-521.08	155.62	i3
1	22	-256.14	-521.08	138.59	i3
1	23	-256.14	-521.08	121.57	i3
1	24	-256.14	-521.08	104.55	i3
1	25	-256.14	-521.08	87.53	i3
1	26	-256.14	-521.08	70.51	i3
1	27	-256.14	-521.08	53.49	i3
1	28	-256.14	-521.08	36.47	i3
1	29	-256.14	-521.08	19.45	i3
1	30	-256.14	-521.08	2.43	i3
1	31	-256.14	-521.08	-14.59	i3
1	32	-256.14	-521.08	-31.61	i3
1	33	-256.14	-521.08	-48.63	i3
1	34	-256.14	-521.08	-65.65	i3
1	35	-256.14	-521.08	-82.68	i3
1	36	-256.14	-521.08	-99.7	i3
1	37	-256.14	-521.08	-116.72	i3
1	38	-256.14	-521.08	-133.74	i3
1	39	-256.14	-521.08	-150.76	i3
1	40	-256.14	-521.08	-167.78	i3
1	41	-256.14	-521.08	-184.8	i3
1	42	-256.14	-521.08	-201.82	i3
1	43	-256.14	-521.08	-218.84	i3
1	44	-256.14	-521.08	-235.86	i3
1	45	-256.14	-521.08	-252.88	i3
1	46	-256.14	-521.08	-269.9	i3
1	47	-256.14	-521.08	-286.92	i3
1	48	-256.14	-521.08	-303.95	i3
1	49	-256.14	-521.08	-320.97	i3
1	50	-256.14	-521.08	-337.99	i3
1	51	-256.14	-521.08	-355.01	i3
1	52	-256.14	-521.08	-372.03	i3
1	53	-256.14	-521.08	-389.05	i3
1	54	-256.14	-521.08	-406.07	i3
1	55	-256.14	-521.08	-423.09	i3
1	56	-256.14	-521.08	-440.11	i3
1	57	-256.14	-521.08	-457.13	i3
1	58	-256.14	-521.08	-474.15	i3
1	59	-256.14	-521.08	-491.17	i3
1	60	-256.14	-521.08	-504.4	i3
1	61	-265.58	-497.61	1944.7	i3
1	62	-265.48	-498.18	1944.7	i3
1	63	-255.76	-495.79	1944.75	i3
1	64	-255.64	-496.35	1944.75	i3
2	1	-132.8	-501.45	500.07	i3
2	2	-132.8	-501.45	483.05	i3
2	3	-132.8	-501.45	466.03	i3
2	4	-132.8	-501.45	449.01	i3
2	5	-132.8	-501.45	431.99	i3
2	6	-132.8	-501.45	414.97	i3
2	7	-132.8	-501.45	397.95	i3
2	8	-132.8	-501.45	380.93	i3
2	9	-132.8	-501.45	363.91	i3
2	10	-132.8	-501.45	346.89	i3
2	11	-132.8	-501.45	329.87	i3
2	12	-132.8	-501.45	312.85	i3
2	13	-132.8	-501.45	295.83	i3
2	14	-132.8	-501.45	278.8	i3
2	15	-132.8	-501.45	261.78	i3
2	16	-132.8	-501.45	244.76	i3
2	17	-132.8	-501.45	227.74	i3
2	18	-132.8	-501.45	210.72	i3
2	19	-132.8	-501.45	193.7	i3
2	20	-132.8	-501.45	176.68	i3
2	21	-132.8	-501.45	159.66	i3
2	22	-132.8	-501.45	142.64	i3
2	23	-132.8	-501.45	125.62	i3
2	24	-132.8	-501.45	108.6	i3
2	25	-132.8	-501.45	91.58	i3
2	26	-132.8	-501.45	74.56	i3
2	27	-132.8	-501.45	57.54	i3
2	28	-132.8	-501.45	40.51	i3
2	29	-132.8	-501.45	23.49	i3
2	30	-132.8	-501.45	6.47	i3
2	31	-132.8	-501.45	-10.55	i3
2	32	-132.8	-501.45	-27.57	i3
2	33	-132.8	-501.45	-44.59	i3
2	34	-132.8	-501.45	-61.61	i3
2	35	-132.8	-501.45	-78.63	i3
2	36	-132.8	-501.45	-95.65	i3
2	37	-132.8	-501.45	-112.67	i3
2	38	-132.8	-501.45	-129.69	i3
2	39	-132.8	-501.45	-146.71	i3
2	40	-132.8	-501.45	-163.73	i3
2	41	-132.8	-501.45	-180.76	i3
2	42	-132.8	-501.45	-197.78	i3
2	43	-132.8	-501.45	-214.8	i3
2	44	-132.8	-501.45	-231.82	i3
2	45	-132.8	-501.45	-248.84	i3
2	46	-132.8	-501.45	-265.86	i3
2	47	-132.8	-501.45	-282.88	i3
2	48	-132.8	-501.45	-299.9	i3
2	49	-132.8	-501.45	-316.92	i3
2	50	-132.8	-501.45	-333.94	i3
2	51	-132.8	-501.45	-350.96	i3
2	52	-132.8	-501.45	-367.98	i3
2	53	-132.8	-501.45	-385.0	i3
2	54	-132.8	-501.45	-402.03	i3
2	55	-132.8	-501.45	-419.05	i3
2	56	-132.8	-501.45	-436.07	i3
2	57	-132.8	-501.45	-453.09	i3
2	58	-132.8	-501.45	-470.11	i3
2	59	-132.8	-501.45	-487.13	i3
2	60	-132.8	-501.45	-504.15	i3
2	61	-140.41	-477.48	1945.24	i3
2	62	-140.31	-478.05	1945.24	i3
2	63	-130.66	-476.29	1945.22	i3
2	64	-130.61	-476.86	1945.22	i3
3	1	-9.13	-481.74	499.23	i3
3	2	-9.13	-481.74	482.21	i3
3	3	-9.13	-481.74	465.19	i3
3	4	-9.13	-481.74	448.17	i3
3	5	-9.13	-481.74	431.15	i3
3	6	-9.13	-481.74	414.13	i3
3	7	-9.13	-481.74	397.11	i3
3	8	-9.13	-481.74	380.09	i3
3	9	-9.13	-481.74	363.07	i3
3	10	-9.13	-481.74	346.05	i3
3	11	-9.13	-481.74	329.03	i3
