# 4, 6934
# t[s]       nu_e            nu_e_bar        nu_x            u_x_bar          
5.814        6.9665121E-05   5.0396219E-03   3.5216861E-05   2.9642764E-05 
5.816        6.9601946E-05   5.0353338E-03   3.5195231E-05   2.9624399E-05 
5.818        6.9579038E-05   5.0299248E-03   3.5172653E-05   2.9605224E-05 
5.820        6.9522032E-05   5.0257873E-03   3.5148891E-05   2.9585044E-05 
5.822        6.9473120E-05   5.0197002E-03   3.5125984E-05   2.9565589E-05 
5.824        6.9415706E-05   5.0145964E-03   3.5103722E-05   2.9546689E-05 
5.826        6.9368019E-05   5.0105092E-03   3.5083944E-05   2.9529912E-05 
5.828        6.9344956E-05   5.0057610E-03   3.5064766E-05   2.9513656E-05 
5.830        6.9319347E-05   5.0011087E-03   3.5044985E-05   2.9496894E-05 
5.832        6.9266401E-05   4.9979086E-03   3.5025072E-05   2.9480048E-05 
5.834        6.9219725E-05   4.9939070E-03   3.5006659E-05   2.9464491E-05 
5.836        6.9162813E-05   4.9897521E-03   3.4985339E-05   2.9446458E-05 
5.838        6.9093738E-05   4.9853503E-03   3.4962227E-05   2.9426860E-05 
5.840        6.9032257E-05   4.9807145E-03   3.4937753E-05   2.9406092E-05 
5.842        6.8982402E-05   4.9754707E-03   3.4914152E-05   2.9386069E-05 
5.844        6.8945628E-05   4.9707327E-03   3.4893233E-05   2.9368315E-05 
5.846        6.8894224E-05   4.9660770E-03   3.4871271E-05   2.9349675E-05 
5.848        6.8835587E-05   4.9626354E-03   3.4849861E-05   2.9331494E-05 
5.850        6.8784184E-05   4.9571956E-03   3.4826869E-05   2.9311963E-05 
5.852        6.8722694E-05   4.9520817E-03   3.4802349E-05   2.9291145E-05 
5.854        6.8651245E-05   4.9495253E-03   3.4782949E-05   2.9274700E-05 
5.856        6.8613427E-05   4.9442251E-03   3.4761186E-05   2.9256253E-05 
5.858        6.8577403E-05   4.9396119E-03   3.4741099E-05   2.9239234E-05 
5.860        6.8526838E-05   4.9361752E-03   3.4720087E-05   2.9221438E-05 
5.862        6.8463437E-05   4.9328627E-03   3.4697350E-05   2.9202166E-05 
5.864        6.8398380E-05   4.9288192E-03   3.4675871E-05   2.9183960E-05 
5.866        6.8363263E-05   4.9237603E-03   3.4654250E-05   2.9165622E-05 
5.868        6.8319640E-05   4.9186283E-03   3.4628460E-05   2.9143737E-05 
5.870        6.8271250E-05   4.9148372E-03   3.4606884E-05   2.9125438E-05 
5.872        6.8213671E-05   4.9117836E-03   3.4586171E-05   2.9107880E-05 
5.874        6.8144700E-05   4.9091149E-03   3.4563879E-05   2.9088987E-05 
5.876        6.8078678E-05   4.9056571E-03   3.4541419E-05   2.9069950E-05 
5.878        6.8031459E-05   4.9008660E-03   3.4520197E-05   2.9051965E-05 
5.880        6.7989029E-05   4.8967180E-03   3.4498010E-05   2.9033165E-05 
5.882        6.7929664E-05   4.8930195E-03   3.4475187E-05   2.9013829E-05 
5.884        6.7878613E-05   4.8887981E-03   3.4453706E-05   2.8995638E-05 
5.886        6.7828341E-05   4.8842231E-03   3.4430501E-05   2.8975973E-05 
5.888        6.7760048E-05   4.8807375E-03   3.4407011E-05   2.8956075E-05 
5.890        6.7689892E-05   4.8773698E-03   3.4384428E-05   2.8936933E-05 
5.892        6.7627289E-05   4.8737781E-03   3.4362448E-05   2.8918308E-05 
5.894        6.7572372E-05   4.8692991E-03   3.4339598E-05   2.8898943E-05 
5.896        6.7523656E-05   4.8654938E-03   3.4318183E-05   2.8880796E-05 
5.898        6.7471353E-05   4.8604057E-03   3.4294677E-05   2.8860876E-05 
5.900        6.7423162E-05   4.8562984E-03   3.4273076E-05   2.8842579E-05 
5.902        6.7366132E-05   4.8523230E-03   3.4249360E-05   2.8822483E-05 
5.904        6.7296598E-05   4.8490905E-03   3.4227458E-05   2.8803923E-05 
5.906        6.7250573E-05   4.8434632E-03   3.4203579E-05   2.8783685E-05 
5.908        6.7201243E-05   4.8393485E-03   3.4180027E-05   2.8763719E-05 
5.910        6.7152718E-05   4.8352112E-03   3.4156559E-05   2.8743833E-05 
5.912        6.7098375E-05   4.8297814E-03   3.4132157E-05   2.8723150E-05 
5.914        6.7052118E-05   4.8246694E-03   3.4109491E-05   2.8703933E-05 
5.916        6.6991692E-05   4.8211723E-03   3.4087034E-05   2.8684914E-05 
5.918        6.6935797E-05   4.8164247E-03   3.4063492E-05   2.8664962E-05 
5.920        6.6886486E-05   4.8110168E-03   3.4038937E-05   2.8644148E-05 
5.922        6.6831957E-05   4.8064167E-03   3.4015382E-05   2.8624170E-05 
5.924        6.6758107E-05   4.8039373E-03   3.3994912E-05   2.8606829E-05 
5.926        6.6705665E-05   4.7992448E-03   3.3972274E-05   2.8587645E-05 
5.928        6.6660113E-05   4.7946170E-03   3.3949697E-05   2.8568508E-05 
5.930        6.6587632E-05   4.7913630E-03   3.3926424E-05   2.8548782E-05 
5.932        6.6516087E-05   4.7870943E-03   3.3903194E-05   2.8529086E-05 
5.934        6.6471782E-05   4.7813565E-03   3.3881114E-05   2.8510375E-05 
5.936        6.6437973E-05   4.7756958E-03   3.3858292E-05   2.8491039E-05 
5.938        6.6393275E-05   4.7715763E-03   3.3836451E-05   2.8472532E-05 
5.940        6.6343521E-05   4.7673865E-03   3.3813619E-05   2.8453181E-05 
5.942        6.6291179E-05   4.7636414E-03   3.3791343E-05   2.8434305E-05 
5.944        6.6225818E-05   4.7597040E-03   3.3769198E-05   2.8415536E-05 
5.946        6.6176525E-05   4.7541786E-03   3.3746412E-05   2.8396213E-05 
5.948        6.6119015E-05   4.7498399E-03   3.3723964E-05   2.8377178E-05 
5.950        6.6057211E-05   4.7455141E-03   3.3699432E-05   2.8356379E-05 
5.952        6.6004107E-05   4.7416074E-03   3.3677804E-05   2.8338075E-05 
5.954        6.5948006E-05   4.7374979E-03   3.3655820E-05   2.8319476E-05 
5.956        6.5888709E-05   4.7337158E-03   3.3633841E-05   2.8300879E-05 
5.958        6.5818612E-05   4.7310176E-03   3.3614460E-05   2.8284494E-05 
5.960        6.5752701E-05   4.7275746E-03   3.3593081E-05   2.8266402E-05 
5.962        6.5693316E-05   4.7241390E-03   3.3569556E-05   2.8246470E-05 
5.964        6.5637282E-05   4.7187122E-03   3.3544339E-05   2.8225092E-05 
5.966        6.5581516E-05   4.7133263E-03   3.3520064E-05   2.8204517E-05 
5.968        6.5528112E-05   4.7096925E-03   3.3497762E-05   2.8185625E-05 
5.970        6.5507064E-05   4.7059800E-03   3.3476872E-05   2.8167950E-05 
5.972        6.5478055E-05   4.6971837E-03   3.3441643E-05   2.8138163E-05 
5.974        6.5461603E-05   4.6869050E-03   3.3415874E-05   2.8116353E-05 
5.976        6.5487905E-05   4.6741802E-03   3.3392193E-05   2.8096295E-05 
5.978        6.5527644E-05   4.6621027E-03   3.3369605E-05   2.8077152E-05 
5.980        6.5543370E-05   4.6514317E-03   3.3347336E-05   2.8058279E-05 
5.982        6.5533954E-05   4.6418173E-03   3.3321932E-05   2.8036726E-05 
5.984        6.5514448E-05   4.6347732E-03   3.3299876E-05   2.8018017E-05 
5.986        6.5497806E-05   4.6272533E-03   3.3277689E-05   2.7999196E-05 
5.988        6.5468121E-05   4.6201994E-03   3.3254259E-05   2.7979317E-05 
5.990        6.5426836E-05   4.6162853E-03   3.3237568E-05   2.7965175E-05 
5.992        6.5372740E-05   4.6114619E-03   3.3215664E-05   2.7946594E-05 
5.994        6.5322401E-05   4.6080573E-03   3.3199752E-05   2.7933102E-05 
5.996        6.5269754E-05   4.6037713E-03   3.3178785E-05   2.7915323E-05 
5.998        6.5227820E-05   4.5989303E-03   3.3157950E-05   2.7897650E-05 
6.000        6.5192472E-05   4.5950150E-03   3.3138842E-05   2.7881448E-05 
6.002        6.5138529E-05   4.5910220E-03   3.3119111E-05   2.7864709E-05 
6.004        6.5072391E-05   4.5876152E-03   3.3099033E-05   2.7847676E-05 
6.006        6.5006495E-05   4.5834079E-03   3.3074678E-05   2.7827002E-05 
6.008        6.4948843E-05   4.5797582E-03   3.3055209E-05   2.7810496E-05 
6.010        6.4895283E-05   4.5761245E-03   3.3036924E-05   2.7794999E-05 
6.012        6.4843090E-05   4.5726638E-03   3.3018294E-05   2.7779209E-05 
6.014        6.4782993E-05   4.5697705E-03   3.2999268E-05   2.7763083E-05 
6.016        6.4731610E-05   4.5665400E-03   3.2981702E-05   2.7748201E-05 
6.018        6.4679302E-05   4.5630932E-03   3.2962236E-05   2.7731709E-05 
6.020        6.4614981E-05   4.5595613E-03   3.2941196E-05   2.7713879E-05 
6.022        6.4552768E-05   4.5559947E-03   3.2920202E-05   2.7696087E-05 
6.024        6.4503324E-05   4.5532324E-03   3.2902962E-05   2.7681497E-05 
6.026        6.4443869E-05   4.5506551E-03   3.2883174E-05   2.7664735E-05 
6.028        6.4387058E-05   4.5473193E-03   3.2864859E-05   2.7649228E-05 
6.030        6.4332698E-05   4.5434277E-03   3.2844948E-05   2.7632365E-05 
6.032        6.4276987E-05   4.5395970E-03   3.2824431E-05   2.7614983E-05 
6.034        6.4227847E-05   4.5355034E-03   3.2803261E-05   2.7597044E-05 
6.036        6.4177134E-05   4.5319722E-03   3.2783215E-05   2.7580063E-05 
6.038        6.4130685E-05   4.5275837E-03   3.2763404E-05   2.7563278E-05 
6.040        6.4090837E-05   4.5229648E-03   3.2742369E-05   2.7545452E-05 
6.042        6.4046640E-05   4.5197373E-03   3.2722853E-05   2.7528920E-05 
6.044        6.4002242E-05   4.5156028E-03   3.2701939E-05   2.7511202E-05 
6.046        6.3953097E-05   4.5113057E-03   3.2681381E-05   2.7493792E-05 
6.048        6.3908150E-05   4.5076688E-03   3.2661867E-05   2.7477274E-05 
6.050        6.3861920E-05   4.5035872E-03   3.2640577E-05   2.7459247E-05 
6.052        6.3817666E-05   4.5000533E-03   3.2621703E-05   2.7443272E-05 
6.054        6.3775815E-05   4.4980878E-03   3.2608187E-05   2.7431860E-05 
6.056        6.3720707E-05   4.4952036E-03   3.2589731E-05   2.7416244E-05 
6.058        6.3667464E-05   4.4915257E-03   3.2570493E-05   2.7399958E-05 
6.060        6.3621345E-05   4.4876316E-03   3.2550578E-05   2.7383094E-05 
6.062        6.3559190E-05   4.4836115E-03   3.2526627E-05   2.7362793E-05 
6.064        6.3505138E-05   4.4797173E-03   3.2504991E-05   2.7344464E-05 
6.066        6.3448725E-05   4.4764658E-03   3.2484425E-05   2.7327054E-05 
6.068        6.3393032E-05   4.4733501E-03   3.2465115E-05   2.7310712E-05 
6.070        6.3342432E-05   4.4701512E-03   3.2446731E-05   2.7295152E-05 
6.072        6.3288535E-05   4.4675494E-03   3.2428648E-05   2.7279840E-05 
6.074        6.3227103E-05   4.4654261E-03   3.2409165E-05   2.7263335E-05 
6.076        6.3156112E-05   4.4636368E-03   3.2388336E-05   2.7245689E-05 
6.078        6.3080910E-05   4.4622348E-03   3.2367453E-05   2.7227992E-05 
6.080        6.2996686E-05   4.4615293E-03   3.2347159E-05   2.7210797E-05 
6.082        6.2907891E-05   4.4606957E-03   3.2327507E-05   2.7194153E-05 
6.084        6.2825850E-05   4.4596408E-03   3.2308827E-05   2.7178338E-05 
6.086        6.2753639E-05   4.4584022E-03   3.2290443E-05   2.7162781E-05 
6.088        6.2683307E-05   4.4563244E-03   3.2270663E-05   2.7146040E-05 
6.090        6.2610403E-05   4.4535921E-03   3.2248864E-05   2.7127582E-05 
6.092        6.2543921E-05   4.4508410E-03   3.2227905E-05   2.7109842E-05 
6.094        6.2480081E-05   4.4480980E-03   3.2207742E-05   2.7092778E-05 
6.096        6.2408210E-05   4.4454717E-03   3.2186402E-05   2.7074714E-05 
6.098        6.2341211E-05   4.4420968E-03   3.2163846E-05   2.7055616E-05 
6.100        6.2286806E-05   4.4382054E-03   3.2142156E-05   2.7037253E-05 
6.102        6.2230905E-05   4.4349096E-03   3.2121607E-05   2.7019857E-05 
6.104        6.2181605E-05   4.4309192E-03   3.2099025E-05   2.7000733E-05 
6.106        6.2125301E-05   4.4276659E-03   3.2078419E-05   2.6983290E-05 
6.108        6.2068869E-05   4.4242054E-03   3.2058227E-05   2.6966198E-05 
6.110        6.2023286E-05   4.4196953E-03   3.2036145E-05   2.6947495E-05 
6.112        6.1968008E-05   4.4153635E-03   3.2012931E-05   2.6927828E-05 
6.114        6.1912844E-05   4.4113483E-03   3.1990598E-05   2.6908915E-05 
6.116        6.1847050E-05   4.4076407E-03   3.1965870E-05   2.6887968E-05 
6.118        6.1789334E-05   4.4033867E-03   3.1941848E-05   2.6867621E-05 
6.120        6.1741801E-05   4.3986683E-03   3.1919575E-05   2.6848763E-05 
6.122        6.1692013E-05   4.3941813E-03   3.1896356E-05   2.6829102E-05 
6.124        6.1648316E-05   4.3908576E-03   3.1877088E-05   2.6812802E-05 
6.126        6.1597432E-05   4.3871817E-03   3.1855684E-05   2.6794689E-05 
6.128        6.1547253E-05   4.3834443E-03   3.1834102E-05   2.6776422E-05 
6.130        6.1498280E-05   4.3793393E-03   3.1811691E-05   2.6757447E-05 
6.132        6.1435806E-05   4.3752653E-03   3.1787923E-05   2.6737319E-05 
6.134        6.1370793E-05   4.3716035E-03   3.1765139E-05   2.6718028E-05 
6.136        6.1306875E-05   4.3677768E-03   3.1741482E-05   2.6697997E-05 
6.138        6.1252258E-05   4.3639943E-03   3.1720302E-05   2.6680072E-05 
6.140        6.1192558E-05   4.3601359E-03   3.1697437E-05   2.6660714E-05 
6.142        6.1130756E-05   4.3570345E-03   3.1676577E-05   2.6643057E-05 
6.144        6.1066190E-05   4.3528994E-03   3.1653919E-05   2.6623871E-05 
6.146        6.1014090E-05   4.3488756E-03   3.1632848E-05   2.6606036E-05 
6.148        6.0952653E-05   4.3450508E-03   3.1610047E-05   2.6586730E-05 
6.150        6.0889199E-05   4.3410417E-03   3.1587367E-05   2.6567527E-05 
6.152        6.0830195E-05   4.3374491E-03   3.1564943E-05   2.6548539E-05 
6.154        6.0778791E-05   4.3341949E-03   3.1543334E-05   2.6530240E-05 
6.156        6.0705104E-05   4.3329291E-03   3.1522590E-05   2.6512663E-05 
6.158        6.0600155E-05   4.3349646E-03   3.1503554E-05   2.6496534E-05 
6.160        6.0474432E-05   4.3381807E-03   3.1484595E-05   2.6480480E-05 
6.162        6.0334922E-05   4.3419847E-03   3.1466713E-05   2.6465349E-05 
6.164        6.0195483E-05   4.3447741E-03   3.1446681E-05   2.6448399E-05 
6.166        6.0072365E-05   4.3467462E-03   3.1427699E-05   2.6432344E-05 
6.168        5.9958190E-05   4.3468381E-03   3.1405174E-05   2.6413282E-05 
6.170        5.9853611E-05   4.3461174E-03   3.1381613E-05   2.6393342E-05 
6.172        5.9764256E-05   4.3449176E-03   3.1359417E-05   2.6374565E-05 
6.174        5.9677512E-05   4.3426260E-03   3.1334678E-05   2.6353627E-05 
6.176        5.9601717E-05   4.3404557E-03   3.1312692E-05   2.6335037E-05 
6.178        5.9526859E-05   4.3373589E-03   3.1287943E-05   2.6314102E-05 
6.180        5.9462828E-05   4.3337715E-03   3.1263672E-05   2.6293572E-05 
6.182        5.9389772E-05   4.3306108E-03   3.1238984E-05   2.6272688E-05 
6.184        5.9313355E-05   4.3279441E-03   3.1215918E-05   2.6253179E-05 
6.186        5.9241509E-05   4.3235444E-03   3.1190110E-05   2.6231338E-05 
6.188        5.9181712E-05   4.3195804E-03   3.1166029E-05   2.6210963E-05 
6.190        5.9130144E-05   4.3147160E-03   3.1141219E-05   2.6189964E-05 
6.192        5.9064239E-05   4.3108721E-03   3.1116927E-05   2.6169410E-05 
6.194        5.8991627E-05   4.3072319E-03   3.1091810E-05   2.6148155E-05 
6.196        5.8929960E-05   4.3033224E-03   3.1066914E-05   2.6127083E-05 
6.198        5.8868743E-05   4.2979698E-03   3.1040652E-05   2.6104851E-05 
6.200        5.8807553E-05   4.2934710E-03   3.1016198E-05   2.6084158E-05 
6.202        5.8755783E-05   4.2894364E-03   3.0992679E-05   2.6064261E-05 
6.204        5.8700093E-05   4.2847978E-03   3.0966665E-05   2.6042244E-05 
6.206        5.8634011E-05   4.2799401E-03   3.0940318E-05   2.6019949E-05 
6.208        5.8562574E-05   4.2761820E-03   3.0915865E-05   2.5999265E-05 
6.210        5.8500178E-05   4.2723574E-03   3.0893139E-05   2.5980046E-05 
6.212        5.8441443E-05   4.2686321E-03   3.0870649E-05   2.5961028E-05 
6.214        5.8387218E-05   4.2647906E-03   3.0848779E-05   2.5942536E-05 
6.216        5.8324479E-05   4.2615030E-03   3.0827190E-05   2.5924282E-05 
6.218        5.8260131E-05   4.2580187E-03   3.0805078E-05   2.5905576E-05 
6.220        5.8182201E-05   4.2532854E-03   3.0774520E-05   2.5879690E-05 
6.222        5.8107428E-05   4.2492805E-03   3.0747797E-05   2.5857071E-05 
6.224        5.8040972E-05   4.2445789E-03   3.0722640E-05   2.5835787E-05 
6.226        5.7972864E-05   4.2412144E-03   3.0698862E-05   2.5815671E-05 
6.228        5.7910245E-05   4.2377983E-03   3.0675007E-05   2.5795490E-05 
6.230        5.7847748E-05   4.2349595E-03   3.0654009E-05   2.5777743E-05 
6.232        5.7772463E-05   4.2317365E-03   3.0629658E-05   2.5757145E-05 
6.234        5.7698923E-05   4.2274529E-03   3.0603489E-05   2.5734999E-05 
6.236        5.7636044E-05   4.2228476E-03   3.0577392E-05   2.5712914E-05 
6.238        5.7569926E-05   4.2183785E-03   3.0550618E-05   2.5690251E-05 
6.240        5.7499677E-05   4.2142420E-03   3.0525500E-05   2.5668997E-05 
6.242        5.7425187E-05   4.2108783E-03   3.0502217E-05   2.5649307E-05 
6.244        5.7370198E-05   4.2058707E-03   3.0477759E-05   2.5628615E-05 
6.246        5.7324919E-05   4.2001525E-03   3.0452875E-05   2.5607560E-05 
6.248        5.7268797E-05   4.1949667E-03   3.0427051E-05   2.5585705E-05 
6.250        5.7227225E-05   4.1902168E-03   3.0403772E-05   2.5566014E-05 
6.252        5.7170188E-05   4.1844883E-03   3.0377124E-05   2.5543465E-05 
6.254        5.7100996E-05   4.1795846E-03   3.0351563E-05   2.5521833E-05 
6.256        5.7041854E-05   4.1741584E-03   3.0325491E-05   2.5499765E-05 
6.258        5.6994656E-05   4.1681443E-03   3.0299757E-05   2.5477984E-05 
6.260        5.6945800E-05   4.1623386E-03   3.0273597E-05   2.5455842E-05 
6.262        5.6893858E-05   4.1568084E-03   3.0248531E-05   2.5434631E-05 
6.264        5.6843563E-05   4.1517530E-03   3.0224698E-05   2.5414469E-05 
6.266        5.6791997E-05   4.1465514E-03   3.0200523E-05   2.5394015E-05 
6.268        5.6734183E-05   4.1419820E-03   3.0177464E-05   2.5374507E-05 
6.270        5.6673503E-05   4.1376820E-03   3.0153899E-05   2.5354569E-05 
6.272        5.6623672E-05   4.1319465E-03   3.0128599E-05   2.5333157E-05 
6.274        5.6574166E-05   4.1269308E-03   3.0104633E-05   2.5312875E-05 
6.276        5.6516657E-05   4.1220315E-03   3.0080543E-05   2.5292496E-05 
6.278        5.6461613E-05   4.1170196E-03   3.0057077E-05   2.5272642E-05 
6.280        5.6410922E-05   4.1113176E-03   3.0031541E-05   2.5251026E-05 
6.282        5.6362521E-05   4.1061030E-03   3.0008673E-05   2.5231679E-05 
6.284        5.6310406E-05   4.1002276E-03   2.9982690E-05   2.5209685E-05 
6.286        5.6268571E-05   4.0951673E-03   2.9960994E-05   2.5191334E-05 
6.288        5.6217166E-05   4.0896866E-03   2.9936930E-05   2.5170974E-05 
6.290        5.6168343E-05   4.0843440E-03   2.9913555E-05   2.5151195E-05 
6.292        5.6118562E-05   4.0791624E-03   2.9889232E-05   2.5130612E-05 
6.294        5.6078376E-05   4.0736277E-03   2.9866675E-05   2.5111529E-05 
6.296        5.6031839E-05   4.0682223E-03   2.9842961E-05   2.5091464E-05 
6.298        5.5989205E-05   4.0631256E-03   2.9821128E-05   2.5072994E-05 
6.300        5.5938236E-05   4.0575895E-03   2.9797298E-05   2.5052828E-05 
6.302        5.5891870E-05   4.0521271E-03   2.9774332E-05   2.5033392E-05 
6.304        5.5846518E-05   4.0470574E-03   2.9751862E-05   2.5014380E-05 
6.306        5.5796167E-05   4.0420036E-03   2.9728335E-05   2.4994471E-05 
6.308        5.5750275E-05   4.0365344E-03   2.9706351E-05   2.4975869E-05 
6.310        5.5713588E-05   4.0308378E-03   2.9683738E-05   2.4956738E-05 
6.312        5.5672167E-05   4.0251550E-03   2.9660009E-05   2.4936656E-05 
6.314        5.5626553E-05   4.0201491E-03   2.9637312E-05   2.4917450E-05 
6.316        5.5580371E-05   4.0153576E-03   2.9616069E-05   2.4899476E-05 
6.318        5.5543684E-05   4.0100873E-03   2.9595232E-05   2.4881848E-05 
6.320        5.5495772E-05   4.0049701E-03   2.9572119E-05   2.4862292E-05 
6.322        5.5449023E-05   4.0001995E-03   2.9549707E-05   2.4843329E-05 
6.324        5.5407084E-05   3.9948837E-03   2.9527502E-05   2.4824545E-05 
6.326        5.5367296E-05   3.9898348E-03   2.9507253E-05   2.4807420E-05 
6.328        5.5330303E-05   3.9842036E-03   2.9484427E-05   2.4788107E-05 
6.330        5.5294264E-05   3.9791913E-03   2.9463528E-05   2.4770432E-05 
6.332        5.5252016E-05   3.9742500E-03   2.9442291E-05   2.4752469E-05 
6.334        5.5209135E-05   3.9691600E-03   2.9420648E-05   2.4734160E-05 
6.336        5.5166441E-05   3.9646787E-03   2.9400055E-05   2.4716745E-05 
6.338        5.5117798E-05   3.9598328E-03   2.9378828E-05   2.4698793E-05 
6.340        5.5063308E-05   3.9553804E-03   2.9357272E-05   2.4680557E-05 
6.342        5.5020769E-05   3.9504751E-03   2.9336080E-05   2.4662625E-05 
6.344        5.4987606E-05   3.9452089E-03   2.9314570E-05   2.4644421E-05 
6.346        5.4957121E-05   3.9396568E-03   2.9294167E-05   2.4627158E-05 
6.348        5.4923711E-05   3.9343498E-03   2.9273047E-05   2.4609284E-05 
6.350        5.4887978E-05   3.9293821E-03   2.9252633E-05   2.4592010E-05 
6.352        5.4842384E-05   3.9244130E-03   2.9229656E-05   2.4572564E-05 
6.354        5.4790793E-05   3.9195836E-03   2.9206532E-05   2.4552994E-05 
6.356        5.4748483E-05   3.9144775E-03   2.9185834E-05   2.4535486E-05 
6.358        5.4712143E-05   3.9093718E-03   2.9164621E-05   2.4517547E-05 
6.360        5.4680810E-05   3.9042402E-03   2.9143909E-05   2.4500034E-05 
6.362        5.4652656E-05   3.8999256E-03   2.9126830E-05   2.4485606E-05 
6.364        5.4609254E-05   3.8957903E-03   2.9107706E-05   2.4469435E-05 
6.366        5.4561659E-05   3.8906731E-03   2.9085379E-05   2.4450540E-05 
6.368        5.4524489E-05   3.8851646E-03   2.9063159E-05   2.4431741E-05 
6.370        5.4484410E-05   3.8804558E-03   2.9042149E-05   2.4413974E-05 
6.372        5.4446669E-05   3.8756753E-03   2.9021608E-05   2.4396604E-05 
6.374        5.4414794E-05   3.8708445E-03   2.9001260E-05   2.4379396E-05 
6.376        5.4381424E-05   3.8664764E-03   2.8982170E-05   2.4363255E-05 
6.378        5.4341416E-05   3.8617620E-03   2.8961340E-05   2.4345638E-05 
6.380        5.4295893E-05   3.8576340E-03   2.8941068E-05   2.4328497E-05 
6.382        5.4247928E-05   3.8537844E-03   2.8921050E-05   2.4311573E-05 
6.384        5.4197383E-05   3.8495644E-03   2.8899212E-05   2.4293104E-05 
6.386        5.4146254E-05   3.8456381E-03   2.8879147E-05   2.4276140E-05 
6.388        5.4102157E-05   3.8412654E-03   2.8858733E-05   2.4258884E-05 
6.390        5.4061545E-05   3.8366058E-03   2.8836814E-05   2.4240354E-05 
6.392        5.4016828E-05   3.8325846E-03   2.8815769E-05   2.4222565E-05 
6.394        5.3969708E-05   3.8289286E-03   2.8795546E-05   2.4205472E-05 
6.396        5.3925513E-05   3.8249335E-03   2.8774860E-05   2.4187986E-05 
6.398        5.3881549E-05   3.8210690E-03   2.8754332E-05   2.4170637E-05 
6.400        5.3838533E-05   3.8171719E-03   2.8733569E-05   2.4153088E-05 
6.402        5.3793300E-05   3.8132309E-03   2.8712430E-05   2.4135223E-05 
6.404        5.3737756E-05   3.8093063E-03   2.8690247E-05   2.4116476E-05 
6.406        5.3681197E-05   3.8055416E-03   2.8668275E-05   2.4097906E-05 
6.408        5.3634208E-05   3.8013646E-03   2.8646745E-05   2.4079712E-05 
6.410        5.3597310E-05   3.7965643E-03   2.8624860E-05   2.4061216E-05 
6.412        5.3551149E-05   3.7921502E-03   2.8602338E-05   2.4042177E-05 
6.414        5.3495461E-05   3.7881654E-03   2.8580206E-05   2.4023472E-05 
6.416        5.3457052E-05   3.7842165E-03   2.8560259E-05   2.4006622E-05 
6.418        5.3416546E-05   3.7794892E-03   2.8537196E-05   2.3987131E-05 
6.420        5.3374574E-05   3.7752021E-03   2.8515820E-05   2.3969069E-05 
6.422        5.3326318E-05   3.7713639E-03   2.8494520E-05   2.3951071E-05 
6.424        5.3279968E-05   3.7669618E-03   2.8472443E-05   2.3932414E-05 
6.426        5.3231687E-05   3.7626084E-03   2.8449173E-05   2.3912747E-05 
6.428        5.3182760E-05   3.7586903E-03   2.8426642E-05   2.3893704E-05 
6.430        5.3138385E-05   3.7543925E-03   2.8405302E-05   2.3875674E-05 
6.432        5.3087196E-05   3.7495248E-03   2.8381932E-05   2.3855920E-05 
6.434        5.3035736E-05   3.7450845E-03   2.8359322E-05   2.3836809E-05 
6.436        5.2989431E-05   3.7410905E-03   2.8338788E-05   2.3819460E-05 
6.438        5.2947057E-05   3.7362857E-03   2.8315872E-05   2.3800089E-05 
6.440        5.2900081E-05   3.7316880E-03   2.8293154E-05   2.3780886E-05 
6.442        5.2853412E-05   3.7275365E-03   2.8271306E-05   2.3762421E-05 
6.444        5.2810951E-05   3.7233854E-03   2.8251124E-05   2.3745368E-05 
6.446        5.2760550E-05   3.7185169E-03   2.8227206E-05   2.3725148E-05 
6.448        5.2717440E-05   3.7142781E-03   2.8206863E-05   2.3707959E-05 
6.450        5.2671481E-05   3.7095608E-03   2.8183820E-05   2.3688482E-05 
6.452        5.2633523E-05   3.7049095E-03   2.8162606E-05   2.3670555E-05 
6.454        5.2588141E-05   3.7004943E-03   2.8140238E-05   2.3651649E-05 
6.456        5.2537286E-05   3.6962881E-03   2.8118809E-05   2.3633539E-05 
6.458        5.2480018E-05   3.6919210E-03   2.8096211E-05   2.3614438E-05 
6.460        5.2432308E-05   3.6879315E-03   2.8076185E-05   2.3597518E-05 
6.462        5.2388420E-05   3.6834124E-03   2.8054232E-05   2.3578962E-05 
6.464        5.2344663E-05   3.6789742E-03   2.8032567E-05   2.3560649E-05 
6.466        5.2297862E-05   3.6744182E-03   2.8010356E-05   2.3541877E-05 
6.468        5.2250876E-05   3.6702338E-03   2.7988474E-05   2.3523381E-05 
6.470        5.2203902E-05   3.6662368E-03   2.7968213E-05   2.3506261E-05 
6.472        5.2154136E-05   3.6621758E-03   2.7946818E-05   2.3488178E-05 
6.474        5.2105871E-05   3.6584087E-03   2.7927527E-05   2.3471878E-05 
6.476        5.2059542E-05   3.6544161E-03   2.7907271E-05   2.3454760E-05 
6.478        5.2009791E-05   3.6504420E-03   2.7885548E-05   2.3436394E-05 
6.480        5.1961198E-05   3.6466622E-03   2.7864406E-05   2.3418524E-05 
6.482        5.1899898E-05   3.6426285E-03   2.7841300E-05   2.3398997E-05 
6.484        5.1842052E-05   3.6388724E-03   2.7820080E-05   2.3381073E-05 
6.486        5.1793864E-05   3.6351914E-03   2.7799483E-05   2.3363674E-05 
6.488        5.1752907E-05   3.6313002E-03   2.7779581E-05   2.3346865E-05 
6.490        5.1705823E-05   3.6282247E-03   2.7761814E-05   2.3331860E-05 
6.492        5.1644266E-05   3.6244031E-03   2.7737811E-05   2.3311566E-05 
