# 4, 6934
# t[s]       nu_e            nu_e_bar        nu_x            u_x_bar          
0.796        4.0660266E-04   3.1541947E-02   1.7820133E-04   1.5176840E-04 
0.798        4.0558757E-04   3.1578890E-02   1.7809435E-04   1.5167863E-04 
0.800        4.0386007E-04   3.1687695E-02   1.7795405E-04   1.5156119E-04 
0.802        4.0201667E-04   3.1824139E-02   1.7785370E-04   1.5147799E-04 
0.804        4.0066399E-04   3.1807767E-02   1.7740774E-04   1.5109834E-04 
0.806        4.0282788E-04   3.1396616E-02   1.7687071E-04   1.5063734E-04 
0.808        4.0356047E-04   3.1232880E-02   1.7671085E-04   1.5050047E-04 
0.810        4.0183275E-04   3.1354893E-02   1.7658579E-04   1.5039616E-04 
0.812        3.9987377E-04   3.1452758E-02   1.7625273E-04   1.5011382E-04 
0.814        4.0118282E-04   3.1111759E-02   1.7583140E-04   1.4975189E-04 
0.816        4.0311527E-04   3.0820884E-02   1.7540358E-04   1.4938411E-04 
0.818        4.0369747E-04   3.0680846E-02   1.7513118E-04   1.4915200E-04 
0.820        4.0370889E-04   3.0595549E-02   1.7487237E-04   1.4893139E-04 
0.822        4.0374421E-04   3.0494659E-02   1.7462311E-04   1.4871816E-04 
0.824        4.0182885E-04   3.0659024E-02   1.7467124E-04   1.4876214E-04 
0.826        3.9906870E-04   3.0928181E-02   1.7469637E-04   1.4878916E-04 
0.828        3.9630157E-04   3.1194731E-02   1.7460945E-04   1.4871911E-04 
0.830        3.9550346E-04   3.1103316E-02   1.7415503E-04   1.4832978E-04 
0.832        3.9739931E-04   3.0720006E-02   1.7363249E-04   1.4787972E-04 
0.834        3.9914038E-04   3.0407948E-02   1.7328088E-04   1.4757660E-04 
0.836        3.9894240E-04   3.0329882E-02   1.7308750E-04   1.4741141E-04 
0.838        3.9803540E-04   3.0342017E-02   1.7296676E-04   1.4730861E-04 
0.840        3.9701460E-04   3.0358788E-02   1.7279361E-04   1.4716127E-04 
0.842        3.9626694E-04   3.0321264E-02   1.7258321E-04   1.4698266E-04 
0.844        3.9548490E-04   3.0334658E-02   1.7246031E-04   1.4687939E-04 
0.846        3.9428548E-04   3.0388070E-02   1.7227467E-04   1.4672245E-04 
0.848        3.9376642E-04   3.0326278E-02   1.7199729E-04   1.4648617E-04 
0.850        3.9399645E-04   3.0207166E-02   1.7169277E-04   1.4622606E-04 
0.852        3.9433718E-04   3.0113526E-02   1.7143370E-04   1.4600439E-04 
0.854        3.9378004E-04   3.0101176E-02   1.7125382E-04   1.4585179E-04 
0.856        3.9324139E-04   3.0058225E-02   1.7098538E-04   1.4562440E-04 
0.858        3.9387825E-04   2.9911221E-02   1.7074615E-04   1.4542046E-04 
0.860        3.9347771E-04   2.9894252E-02   1.7065245E-04   1.4534159E-04 
0.862        3.9203953E-04   2.9983809E-02   1.7054362E-04   1.4525068E-04 
0.864        3.9133356E-04   2.9979070E-02   1.7032440E-04   1.4506476E-04 
0.866        3.9069258E-04   2.9983720E-02   1.7019450E-04   1.4495594E-04 
0.868        3.8884001E-04   3.0136938E-02   1.7014302E-04   1.4491502E-04 
0.870        3.8690003E-04   3.0243614E-02   1.6997516E-04   1.4477312E-04 
0.872        3.8626566E-04   3.0207756E-02   1.6972899E-04   1.4456358E-04 
0.874        3.8573209E-04   3.0188791E-02   1.6954351E-04   1.4440557E-04 
0.876        3.8505494E-04   3.0151621E-02   1.6929515E-04   1.4419412E-04 
0.878        3.8517003E-04   3.0029336E-02   1.6901398E-04   1.4395394E-04 
0.880        3.8528080E-04   2.9916681E-02   1.6877848E-04   1.4375290E-04 
0.882        3.8494719E-04   2.9887798E-02   1.6864993E-04   1.4364424E-04 
0.884        3.8445803E-04   2.9861411E-02   1.6842464E-04   1.4345239E-04 
0.886        3.8388499E-04   2.9852862E-02   1.6824344E-04   1.4329854E-04 
0.888        3.8222559E-04   2.9999076E-02   1.6816056E-04   1.4323002E-04 
0.890        3.8097732E-04   3.0036424E-02   1.6791625E-04   1.4302302E-04 
0.892        3.8098571E-04   2.9927803E-02   1.6761452E-04   1.4276548E-04 
0.894        3.8117743E-04   2.9828179E-02   1.6741318E-04   1.4259398E-04 
0.896        3.8033128E-04   2.9846881E-02   1.6721672E-04   1.4242820E-04 
0.898        3.8005428E-04   2.9796235E-02   1.6685238E-04   1.4211734E-04 
0.900        3.8197110E-04   2.9467575E-02   1.6641607E-04   1.4174344E-04 
0.902        3.8294891E-04   2.9291765E-02   1.6611725E-04   1.4148803E-04 
0.904        3.8266687E-04   2.9265814E-02   1.6591201E-04   1.4131311E-04 
0.906        3.8271173E-04   2.9161723E-02   1.6565343E-04   1.4109250E-04 
0.908        3.8201647E-04   2.9175968E-02   1.6551238E-04   1.4097319E-04 
0.910        3.8114276E-04   2.9180092E-02   1.6532671E-04   1.4081496E-04 
0.912        3.8063068E-04   2.9123861E-02   1.6505017E-04   1.4057853E-04 
0.914        3.8040402E-04   2.9063748E-02   1.6480993E-04   1.4037360E-04 
0.916        3.8059318E-04   2.8938870E-02   1.6457672E-04   1.4017408E-04 
0.918        3.8021936E-04   2.8896416E-02   1.6442693E-04   1.4004675E-04 
0.919        3.7889154E-04   2.8959268E-02   1.6425285E-04   1.3989866E-04 
0.921        3.7825325E-04   2.8940598E-02   1.6400990E-04   1.3969059E-04 
0.923        3.7953174E-04   2.8703092E-02   1.6367951E-04   1.3940744E-04 
0.925        3.8008839E-04   2.8559716E-02   1.6347636E-04   1.3923377E-04 
0.927        3.7905254E-04   2.8608246E-02   1.6341427E-04   1.3918185E-04 
0.929        3.7767270E-04   2.8683770E-02   1.6336795E-04   1.3914355E-04 
0.931        3.7626987E-04   2.8752049E-02   1.6321352E-04   1.3901298E-04 
0.933        3.7535508E-04   2.8778361E-02   1.6307312E-04   1.3889438E-04 
0.936        3.7429570E-04   2.8785414E-02   1.6291561E-04   1.3876100E-04 
0.938        3.7253939E-04   2.8916145E-02   1.6295727E-04   1.3880041E-04 
0.940        3.6918036E-04   2.9321799E-02   1.6304240E-04   1.3887779E-04 
0.942        3.6641449E-04   2.9547643E-02   1.6296887E-04   1.3881859E-04 
0.944        3.6527360E-04   2.9536442E-02   1.6262079E-04   1.3852290E-04 
0.946        3.6514618E-04   2.9417369E-02   1.6228648E-04   1.3823770E-04 
0.948        3.6638589E-04   2.9203575E-02   1.6178406E-04   1.3780687E-04 
0.950        3.6922630E-04   2.8794871E-02   1.6135267E-04   1.3743571E-04 
0.952        3.7027585E-04   2.8612633E-02   1.6109547E-04   1.3721534E-04 
0.954        3.6971494E-04   2.8583300E-02   1.6087728E-04   1.3703029E-04 
0.956        3.6908093E-04   2.8622524E-02   1.6073066E-04   1.3690578E-04 
0.958        3.6845554E-04   2.8610112E-02   1.6063716E-04   1.3682663E-04 
0.960        3.6657814E-04   2.8729194E-02   1.6048189E-04   1.3669567E-04 
0.962        3.6556078E-04   2.8746671E-02   1.6024902E-04   1.3649686E-04 
0.964        3.6554867E-04   2.8641740E-02   1.5994677E-04   1.3623850E-04 
0.966        3.6585216E-04   2.8500887E-02   1.5964004E-04   1.3597548E-04 
0.968        3.6721360E-04   2.8240476E-02   1.5933585E-04   1.3571398E-04 
0.970        3.6732284E-04   2.8151376E-02   1.5913961E-04   1.3554624E-04 
0.972        3.6713889E-04   2.8081221E-02   1.5879362E-04   1.3524977E-04 
0.974        3.6919468E-04   2.7751870E-02   1.5845361E-04   1.3495709E-04 
0.976        3.7011089E-04   2.7606985E-02   1.5827302E-04   1.3480241E-04 
0.978        3.6962087E-04   2.7591015E-02   1.5813959E-04   1.3468879E-04 
0.980        3.6761514E-04   2.7750313E-02   1.5817571E-04   1.3472161E-04 
0.982        3.6502146E-04   2.7949563E-02   1.5817880E-04   1.3472694E-04 
0.984        3.6362695E-04   2.7987965E-02   1.5790358E-04   1.3449242E-04 
0.986        3.6383854E-04   2.7889863E-02   1.5766396E-04   1.3428794E-04 
0.988        3.6418847E-04   2.7783760E-02   1.5745359E-04   1.3410796E-04 
0.990        3.6400970E-04   2.7738007E-02   1.5723486E-04   1.3392128E-04 
0.992        3.6391740E-04   2.7687493E-02   1.5713982E-04   1.3384060E-04 
0.994        3.6221293E-04   2.7808629E-02   1.5706079E-04   1.3377542E-04 
0.996        3.5977969E-04   2.8013314E-02   1.5704793E-04   1.3376718E-04 
0.998        3.5844652E-04   2.8047286E-02   1.5678977E-04   1.3354709E-04 
0.999        3.5905663E-04   2.7863609E-02   1.5651497E-04   1.3331214E-04 
1.002        3.5879707E-04   2.7860519E-02   1.5633431E-04   1.3315805E-04 
1.003        3.5904606E-04   2.7744789E-02   1.5603649E-04   1.3290295E-04 
1.006        3.5943583E-04   2.7622124E-02   1.5572656E-04   1.3263773E-04 
1.007        3.5988445E-04   2.7506452E-02   1.5553199E-04   1.3247111E-04 
1.010        3.5911691E-04   2.7538647E-02   1.5545330E-04   1.3240468E-04 
1.011        3.5761776E-04   2.7617137E-02   1.5527630E-04   1.3225440E-04 
1.014        3.5780420E-04   2.7505637E-02   1.5502093E-04   1.3203574E-04 
1.015        3.5777853E-04   2.7438134E-02   1.5484754E-04   1.3188707E-04 
1.018        3.5774913E-04   2.7347836E-02   1.5460375E-04   1.3167924E-04 
1.019        3.5706585E-04   2.7343087E-02   1.5453999E-04   1.3162506E-04 
1.022        3.5482567E-04   2.7550739E-02   1.5452865E-04   1.3161697E-04 
1.024        3.5306474E-04   2.7654523E-02   1.5436835E-04   1.3148182E-04 
1.026        3.5231235E-04   2.7651394E-02   1.5412548E-04   1.3127503E-04 
1.028        3.5138856E-04   2.7668832E-02   1.5391555E-04   1.3109652E-04 
1.030        3.5177178E-04   2.7532913E-02   1.5370281E-04   1.3091440E-04 
1.032        3.5120813E-04   2.7520678E-02   1.5344756E-04   1.3069683E-04 
1.034        3.5131058E-04   2.7423336E-02   1.5319815E-04   1.3048339E-04 
1.036        3.5214236E-04   2.7227804E-02   1.5287726E-04   1.3020813E-04 
1.038        3.5229069E-04   2.7157610E-02   1.5276897E-04   1.3011491E-04 
1.040        3.5124003E-04   2.7204043E-02   1.5263101E-04   1.2999800E-04 
1.042        3.5103710E-04   2.7115481E-02   1.5235818E-04   1.2976495E-04 
1.044        3.4920217E-04   2.7285485E-02   1.5231011E-04   1.2972548E-04 
1.046        3.4945471E-04   2.7125438E-02   1.5188940E-04   1.2936542E-04 
1.048        3.5139020E-04   2.6832093E-02   1.5159037E-04   1.2910807E-04 
1.049        3.5143811E-04   2.6768763E-02   1.5141854E-04   1.2896097E-04 
1.052        3.5144073E-04   2.6697941E-02   1.5122520E-04   1.2879522E-04 
1.053        3.5121494E-04   2.6639734E-02   1.5097266E-04   1.2857892E-04 
1.056        3.5211289E-04   2.6449540E-02   1.5071933E-04   1.2836099E-04 
1.057        3.5197239E-04   2.6408919E-02   1.5058035E-04   1.2824255E-04 
1.060        3.5100730E-04   2.6447883E-02   1.5051517E-04   1.2818715E-04 
1.061        3.4910096E-04   2.6598021E-02   1.5053715E-04   1.2820731E-04 
1.064        3.4804030E-04   2.6613238E-02   1.5029293E-04   1.2799940E-04 
1.065        3.4832065E-04   2.6503644E-02   1.5010576E-04   1.2783921E-04 
1.068        3.4850888E-04   2.6409596E-02   1.4988426E-04   1.2764989E-04 
1.069        3.4724509E-04   2.6507149E-02   1.4984845E-04   1.2762037E-04 
1.072        3.4564007E-04   2.6600769E-02   1.4983158E-04   1.2760764E-04 
1.073        3.4368956E-04   2.6728635E-02   1.4972545E-04   1.2751871E-04 
1.076        3.4320127E-04   2.6709106E-02   1.4951879E-04   1.2734302E-04 
1.077        3.4365087E-04   2.6560248E-02   1.4922322E-04   1.2708925E-04 
1.080        3.4328181E-04   2.6556669E-02   1.4911840E-04   1.2699963E-04 
1.081        3.4181360E-04   2.6671473E-02   1.4909443E-04   1.2698104E-04 
1.084        3.4049577E-04   2.6735508E-02   1.4892324E-04   1.2683559E-04 
1.085        3.3988975E-04   2.6727799E-02   1.4878319E-04   1.2671610E-04 
1.088        3.3899526E-04   2.6731780E-02   1.4853097E-04   1.2650160E-04 
1.089        3.3857033E-04   2.6720486E-02   1.4838704E-04   1.2637840E-04 
1.092        3.3902972E-04   2.6570671E-02   1.4813683E-04   1.2616379E-04 
1.093        3.3974842E-04   2.6396016E-02   1.4783576E-04   1.2590560E-04 
1.096        3.4040258E-04   2.6279666E-02   1.4764702E-04   1.2574421E-04 
1.097        3.4014282E-04   2.6253160E-02   1.4751624E-04   1.2563218E-04 
1.100        3.3925212E-04   2.6282003E-02   1.4742124E-04   1.2555192E-04 
1.101        3.3857477E-04   2.6277700E-02   1.4726036E-04   1.2541531E-04 
1.104        3.3774793E-04   2.6285478E-02   1.4719082E-04   1.2535602E-04 
1.105        3.3597303E-04   2.6440975E-02   1.4711805E-04   1.2529543E-04 
1.108        3.3477909E-04   2.6492615E-02   1.4693197E-04   1.2513713E-04 
1.109        3.3442373E-04   2.6461656E-02   1.4673180E-04   1.2496673E-04 
1.112        3.3458335E-04   2.6348237E-02   1.4645622E-04   1.2473056E-04 
1.113        3.3476088E-04   2.6266337E-02   1.4635883E-04   1.2464705E-04 
1.116        3.3421354E-04   2.6238801E-02   1.4609521E-04   1.2442254E-04 
1.117        3.3519314E-04   2.6048903E-02   1.4577068E-04   1.2414349E-04 
1.120        3.3709412E-04   2.5774236E-02   1.4546269E-04   1.2387876E-04 
1.121        3.3771217E-04   2.5672884E-02   1.4535531E-04   1.2378666E-04 
1.124        3.3706748E-04   2.5684138E-02   1.4525390E-04   1.2370035E-04 
1.125        3.3608506E-04   2.5691809E-02   1.4515612E-04   1.2361712E-04 
1.128        3.3444962E-04   2.5840857E-02   1.4509915E-04   1.2356990E-04 
1.129        3.3391369E-04   2.5815082E-02   1.4490728E-04   1.2340584E-04 
1.132        3.3389586E-04   2.5733509E-02   1.4474307E-04   1.2326523E-04 
1.133        3.3360377E-04   2.5705430E-02   1.4461280E-04   1.2315529E-04 
1.136        3.3327068E-04   2.5695942E-02   1.4445354E-04   1.2301882E-04 
1.137        3.3288934E-04   2.5683134E-02   1.4434520E-04   1.2292705E-04 
1.140        3.3220070E-04   2.5683103E-02   1.4422442E-04   1.2282438E-04 
1.141        3.2997574E-04   2.5887896E-02   1.4424787E-04   1.2284569E-04 
1.144        3.2980620E-04   2.5803773E-02   1.4401098E-04   1.2264351E-04 
1.145        3.3095193E-04   2.5596059E-02   1.4368578E-04   1.2236431E-04 
1.148        3.3194704E-04   2.5440224E-02   1.4350364E-04   1.2220852E-04 
1.149        3.3152864E-04   2.5438092E-02   1.4336137E-04   1.2208666E-04 
1.152        3.3074152E-04   2.5471190E-02   1.4335564E-04   1.2208297E-04 
1.153        3.2973429E-04   2.5505198E-02   1.4320062E-04   1.2195053E-04 
1.156        3.2890602E-04   2.5534981E-02   1.4313809E-04   1.2189748E-04 
1.157        3.2740125E-04   2.5654968E-02   1.4305545E-04   1.2182825E-04 
1.160        3.2565067E-04   2.5758051E-02   1.4296616E-04   1.2175357E-04 
1.161        3.2336802E-04   2.5975895E-02   1.4294549E-04   1.2173814E-04 
1.164        3.2219376E-04   2.6033486E-02   1.4279845E-04   1.2161365E-04 
1.165        3.2184474E-04   2.5997075E-02   1.4264920E-04   1.2148592E-04 
1.168        3.2200219E-04   2.5892814E-02   1.4243619E-04   1.2130398E-04 
1.169        3.2118073E-04   2.5935911E-02   1.4227157E-04   1.2116400E-04 
1.172        3.2172587E-04   2.5787664E-02   1.4203578E-04   1.2096227E-04 
1.173        3.2221373E-04   2.5683700E-02   1.4177877E-04   1.2074225E-04 
1.176        3.2237346E-04   2.5605639E-02   1.4156847E-04   1.2056203E-04 
1.177        3.2329080E-04   2.5397993E-02   1.4127379E-04   1.2030940E-04 
1.180        3.2365487E-04   2.5308311E-02   1.4103640E-04   1.2010529E-04 
1.181        3.2373543E-04   2.5236624E-02   1.4090362E-04   1.1999181E-04 
1.184        3.2182438E-04   2.5418394E-02   1.4092808E-04   1.2001392E-04 
1.185        3.1974592E-04   2.5567232E-02   1.4088549E-04   1.1997873E-04 
1.188        3.1954776E-04   2.5497781E-02   1.4061426E-04   1.1974617E-04 
1.189        3.1994120E-04   2.5371226E-02   1.4034671E-04   1.1951708E-04 
1.192        3.2010535E-04   2.5283580E-02   1.4021534E-04   1.1940414E-04 
1.193        3.1953567E-04   2.5275449E-02   1.4008172E-04   1.1929056E-04 
1.196        3.2025458E-04   2.5090400E-02   1.3982577E-04   1.1907119E-04 
1.197        3.2156707E-04   2.4912646E-02   1.3954872E-04   1.1883241E-04 
1.200        3.2297412E-04   2.4672044E-02   1.3928783E-04   1.1860757E-04 
1.201        3.2313280E-04   2.4609036E-02   1.3921767E-04   1.1854727E-04 
1.204        3.2177522E-04   2.4727511E-02   1.3923970E-04   1.1856674E-04 
1.205        3.1931326E-04   2.4909243E-02   1.3922140E-04   1.1855312E-04 
1.208        3.1654988E-04   2.5094106E-02   1.3920593E-04   1.1854290E-04 
1.209        3.1582994E-04   2.5154327E-02   1.3898901E-04   1.1835760E-04 
1.212        3.1663542E-04   2.5013207E-02   1.3876926E-04   1.1816938E-04 
1.213        3.1687363E-04   2.4941926E-02   1.3858595E-04   1.1801261E-04 
1.216        3.1611905E-04   2.4979367E-02   1.3848272E-04   1.1792521E-04 
1.217        3.1540101E-04   2.5009947E-02   1.3835781E-04   1.1781915E-04 
1.220        3.1483722E-04   2.4998724E-02   1.3816936E-04   1.1765830E-04 
1.221        3.1466125E-04   2.4936730E-02   1.3798242E-04   1.1749882E-04 
1.224        3.1452261E-04   2.4901920E-02   1.3779041E-04   1.1733442E-04 
1.225        3.1602682E-04   2.4645448E-02   1.3746709E-04   1.1705720E-04 
1.228        3.1731408E-04   2.4449982E-02   1.3725992E-04   1.1687907E-04 
1.229        3.1644164E-04   2.4505728E-02   1.3717436E-04   1.1680592E-04 
1.232        3.1465647E-04   2.4636412E-02   1.3717707E-04   1.1680891E-04 
1.233        3.1186790E-04   2.4879877E-02   1.3711907E-04   1.1676121E-04 
1.236        3.1155321E-04   2.4814741E-02   1.3682104E-04   1.1650609E-04 
1.237        3.1272802E-04   2.4631914E-02   1.3658777E-04   1.1630619E-04 
1.240        3.1381408E-04   2.4436182E-02   1.3635326E-04   1.1610442E-04 
1.241        3.1367602E-04   2.4383137E-02   1.3624931E-04   1.1601478E-04 
1.244        3.1250518E-04   2.4454136E-02   1.3617955E-04   1.1595555E-04 
1.246        3.1140448E-04   2.4517308E-02   1.3605965E-04   1.1585379E-04 
1.248        3.1184873E-04   2.4387306E-02   1.3587935E-04   1.1569884E-04 
1.250        3.1062804E-04   2.4485128E-02   1.3588559E-04   1.1570543E-04 
1.252        3.0902964E-04   2.4596681E-02   1.3579344E-04   1.1562780E-04 
1.254        3.0812379E-04   2.4599874E-02   1.3559091E-04   1.1545434E-04 
1.256        3.0793087E-04   2.4556325E-02   1.3542673E-04   1.1531328E-04 
1.258        3.0756503E-04   2.4528876E-02   1.3525582E-04   1.1516818E-04 
1.260        3.0741160E-04   2.4467294E-02   1.3505875E-04   1.1499955E-04 
1.262        3.0758997E-04   2.4379248E-02   1.3493149E-04   1.1489064E-04 
1.264        3.0716808E-04   2.4376082E-02   1.3480769E-04   1.1478468E-04 
1.266        3.0586069E-04   2.4420681E-02   1.3474799E-04   1.1473418E-04 
1.268        3.0444289E-04   2.4531880E-02   1.3465724E-04   1.1465738E-04 
1.270        3.0351454E-04   2.4575827E-02   1.3456484E-04   1.1457908E-04 
1.272        3.0276720E-04   2.4591833E-02   1.3446737E-04   1.1449627E-04 
1.274        3.0162717E-04   2.4678528E-02   1.3436810E-04   1.1441203E-04 
1.276        3.0079629E-04   2.4699694E-02   1.3421698E-04   1.1428399E-04 
1.278        3.0021952E-04   2.4674676E-02   1.3409818E-04   1.1418342E-04 
1.280        3.0098158E-04   2.4482087E-02   1.3385014E-04   1.1397012E-04 
1.282        3.0113979E-04   2.4452909E-02   1.3372631E-04   1.1386453E-04 
1.284        3.0056528E-04   2.4464662E-02   1.3352195E-04   1.1369053E-04 
1.286        2.9957490E-04   2.4544513E-02   1.3337037E-04   1.1356130E-04 
1.288        2.9926786E-04   2.4487625E-02   1.3315336E-04   1.1337523E-04 
1.290        2.9973190E-04   2.4380727E-02   1.3295519E-04   1.1320534E-04 
1.292        3.0019237E-04   2.4245036E-02   1.3267598E-04   1.1296567E-04 
1.294        3.0176019E-04   2.3975171E-02   1.3236220E-04   1.1269527E-04 
1.296        3.0249589E-04   2.3859428E-02   1.3224238E-04   1.1259230E-04 
1.298        3.0146761E-04   2.3925056E-02   1.3212891E-04   1.1249630E-04 
1.300        3.0069943E-04   2.3936534E-02   1.3199021E-04   1.1237777E-04 
1.302        3.0132398E-04   2.3785218E-02   1.3174488E-04   1.1216675E-04 
1.304        3.0145399E-04   2.3720023E-02   1.3164119E-04   1.1207773E-04 
1.306        3.0160838E-04   2.3626118E-02   1.3138850E-04   1.1186077E-04 
1.307        3.0282232E-04   2.3427295E-02   1.3120311E-04   1.1170067E-04 
1.310        3.0243047E-04   2.3405085E-02   1.3101729E-04   1.1154184E-04 
1.311        3.0279067E-04   2.3332183E-02   1.3096539E-04   1.1149671E-04 
1.314        3.0124511E-04   2.3457152E-02   1.3090776E-04   1.1144930E-04 
1.315        3.0145611E-04   2.3345365E-02   1.3067179E-04   1.1124688E-04 
1.318        3.0077772E-04   2.3371461E-02   1.3056476E-04   1.1115569E-04 
1.319        3.0128566E-04   2.3216739E-02   1.3024214E-04   1.1087868E-04 
1.322        3.0225222E-04   2.3080363E-02   1.3016881E-04   1.1081490E-04 
1.323        3.0110739E-04   2.3145016E-02   1.3008530E-04   1.1074360E-04 
1.326        2.9950621E-04   2.3274513E-02   1.3005341E-04   1.1071704E-04 
1.327        2.9844556E-04   2.3311661E-02   1.2994962E-04   1.1062916E-04 
1.330        2.9881939E-04   2.3204634E-02   1.2972847E-04   1.1043942E-04 
1.331        2.9898444E-04   2.3147186E-02   1.2958639E-04   1.1031829E-04 
1.334        2.9813285E-04   2.3216100E-02   1.2961004E-04   1.1033900E-04 
1.335        2.9638978E-04   2.3362678E-02   1.2955512E-04   1.1029375E-04 
1.338        2.9535637E-04   2.3398198E-02   1.2939848E-04   1.1016046E-04 
1.339        2.9637664E-04   2.3196698E-02   1.2909400E-04   1.0989930E-04 
1.342        2.9829307E-04   2.2920225E-02   1.2888510E-04   1.0971920E-04 
1.343        2.9853205E-04   2.2865636E-02   1.2873885E-04   1.0959367E-04 
1.346        2.9696945E-04   2.2997293E-02   1.2875642E-04   1.0960958E-04 
1.347        2.9526996E-04   2.3116927E-02   1.2868154E-04   1.0954632E-04 
1.350        2.9447974E-04   2.3158117E-02   1.2848195E-04   1.0937614E-04 
1.351        2.9627864E-04   2.2878814E-02   1.2822768E-04   1.0915744E-04 
1.354        2.9650865E-04   2.2805075E-02   1.2814150E-04   1.0908313E-04 
1.355        2.9510607E-04   2.2918508E-02   1.2812593E-04   1.0907057E-04 
1.358        2.9389871E-04   2.2986882E-02   1.2806327E-04   1.0901756E-04 
1.359        2.9325244E-04   2.2992935E-02   1.2799268E-04   1.0895778E-04 
1.362        2.9164777E-04   2.3123152E-02   1.2786819E-04   1.0885245E-04 
1.363        2.9036032E-04   2.3216081E-02   1.2779601E-04   1.0879188E-04 
1.366        2.8894478E-04   2.3310285E-02   1.2770715E-04   1.0871664E-04 
1.367        2.8833685E-04   2.3308167E-02   1.2752414E-04   1.0856080E-04 
1.370        2.8871220E-04   2.3239892E-02   1.2740223E-04   1.0845788E-04 
1.371        2.8844276E-04   2.3272611E-02   1.2732536E-04   1.0839502E-04 
1.374        2.8821063E-04   2.3178396E-02   1.2697545E-04   1.0809367E-04 
1.375        2.9012012E-04   2.2876613E-02   1.2660155E-04   1.0777174E-04 
1.378        2.9239951E-04   2.2571636E-02   1.2627636E-04   1.0749178E-04 
1.379        2.9391144E-04   2.2362222E-02   1.2605084E-04   1.0729724E-04 
1.382        2.9440510E-04   2.2257349E-02   1.2591888E-04   1.0718294E-04 
1.383        2.9440497E-04   2.2193473E-02   1.2580050E-04   1.0708090E-04 
1.386        2.9396790E-04   2.2183661E-02   1.2571419E-04   1.0700696E-04 
1.387        2.9325513E-04   2.2201204E-02   1.2560915E-04   1.0691687E-04 
1.390        2.9353110E-04   2.2089595E-02   1.2540343E-04   1.0674016E-04 
1.391        2.9387923E-04   2.1992137E-02   1.2529634E-04   1.0664778E-04 
1.394        2.9295974E-04   2.2035125E-02   1.2527700E-04   1.0663119E-04 
1.395        2.9247938E-04   2.1994495E-02   1.2512341E-04   1.0649913E-04 
1.398        2.9299396E-04   2.1860735E-02   1.2501997E-04   1.0640969E-04 
1.399        2.9206880E-04   2.1934268E-02   1.2501213E-04   1.0640342E-04 
1.402        2.9056125E-04   2.2051795E-02   1.2498311E-04   1.0637934E-04 
1.403        2.8934574E-04   2.2110507E-02   1.2497479E-04   1.0637364E-04 
1.406        2.8801326E-04   2.2259283E-02   1.2486701E-04   1.0628216E-04 
1.407        2.8832474E-04   2.2170715E-02   1.2469549E-04   1.0613536E-04 
1.410        2.8880496E-04   2.2053545E-02   1.2451888E-04   1.0598399E-04 
1.411        2.8891866E-04   2.2030196E-02   1.2438328E-04   1.0586785E-04 
1.414        2.8743186E-04   2.2173169E-02   1.2434909E-04   1.0583986E-04 
1.415        2.8646365E-04   2.2217507E-02   1.2420921E-04   1.0572128E-04 
1.418        2.8582907E-04   2.2236980E-02   1.2411432E-04   1.0564044E-04 
1.419        2.8581974E-04   2.2160301E-02   1.2388495E-04   1.0544403E-04 
1.422        2.8639198E-04   2.2047328E-02   1.2367589E-04   1.0526507E-04 
1.423        2.8682355E-04   2.1946847E-02   1.2347812E-04   1.0509544E-04 
1.426        2.8722782E-04   2.1854932E-02   1.2332070E-04   1.0496052E-04 
1.427        2.8757567E-04   2.1770359E-02   1.2313907E-04   1.0480480E-04 
1.430        2.8887494E-04   2.1563860E-02   1.2293326E-04   1.0462766E-04 
1.431        2.8873585E-04   2.1549792E-02   1.2283245E-04   1.0454166E-04 
1.434        2.8852870E-04   2.1515402E-02   1.2268143E-04   1.0441252E-04 
1.435        2.8855608E-04   2.1462631E-02   1.2258599E-04   1.0433019E-04 
1.438        2.8793144E-04   2.1491990E-02   1.2255921E-04   1.0430752E-04 
1.439        2.8645515E-04   2.1595634E-02   1.2240712E-04   1.0417836E-04 
1.442        2.8819940E-04   2.1316903E-02   1.2212134E-04   1.0393244E-04 
1.443        2.9068650E-04   2.0983898E-02   1.2185476E-04   1.0370191E-04 
1.446        2.9127219E-04   2.0930601E-02   1.2185466E-04   1.0370096E-04 
1.447        2.8907322E-04   2.1130353E-02   1.2190988E-04   1.0374918E-04 
1.450        2.8747796E-04   2.1240295E-02   1.2187684E-04   1.0372197E-04 
1.451        2.8729526E-04   2.1199291E-02   1.2182462E-04   1.0367765E-04 
1.454        2.8580880E-04   2.1304165E-02   1.2185642E-04   1.0370621E-04 
1.455        2.8373974E-04   2.1471582E-02   1.2180382E-04   1.0366281E-04 
1.458        2.8341686E-04   2.1465240E-02   1.2158538E-04   1.0347604E-04 
1.459        2.8441934E-04   2.1280836E-02   1.2137529E-04   1.0329569E-04 
1.462        2.8580449E-04   2.1121953E-02   1.2121002E-04   1.0315303E-04 
1.463        2.8595860E-04   2.1105414E-02   1.2123713E-04   1.0317629E-04 
1.466        2.8425823E-04   2.1232306E-02   1.2125911E-04   1.0319588E-04 
1.467        2.8364291E-04   2.1224929E-02   1.2116042E-04   1.0311158E-04 
1.470        2.8195459E-04   2.1364593E-02   1.2116259E-04   1.0311457E-04 
1.471        2.7901283E-04   2.1661940E-02   1.2119742E-04   1.0314673E-04 
1.474        2.7688830E-04   2.1809376E-02   1.2114674E-04   1.0310453E-04 
