# 8, 1000
# Nu energy [MeV]X-Sec. [m^2]     Lep. <E> [m^2 MeV]
# Enu            nu_e             nu_e_bar         nu_x             nu_x_bar         nu_e             nu_e_bar         nu_x             nu_x_bar         
17.05            1.3865489E-46    5.8423787E-47    2.2992163E-47    1.9861080E-47    1.1065784E-45    2.8482410E-46    1.6872350E-46    1.3665388E-46    
17.15            1.3948336E-46    5.8771199E-47    2.3127275E-47    1.9977418E-47    1.1200483E-45    2.8832310E-46    1.7075652E-46    1.3829777E-46    
17.25            1.4031184E-46    5.9118611E-47    2.3262387E-47    2.0093756E-47    1.1335997E-45    2.9184349E-46    1.7280171E-46    1.3995149E-46    
17.35            1.4114032E-46    5.9466025E-47    2.3397498E-47    2.0210093E-47    1.1472326E-45    2.9538526E-46    1.7485907E-46    1.4161503E-46    
17.45            1.4196880E-46    5.9813441E-47    2.3532610E-47    2.0326430E-47    1.1609471E-45    2.9894841E-46    1.7692860E-46    1.4328840E-46    
17.55            1.4279729E-46    6.0160858E-47    2.3667721E-47    2.0442767E-47    1.1747431E-45    3.0253295E-46    1.7901030E-46    1.4497160E-46    
17.65            1.4362577E-46    6.0508276E-47    2.3802832E-47    2.0559104E-47    1.1886206E-45    3.0613887E-46    1.8110418E-46    1.4666462E-46    
17.75            1.4445427E-46    6.0855695E-47    2.3937943E-47    2.0675441E-47    1.2025797E-45    3.0976618E-46    1.8321024E-46    1.4836747E-46    
17.85            1.4528276E-46    6.1203116E-47    2.4073053E-47    2.0791777E-47    1.2166203E-45    3.1341488E-46    1.8532846E-46    1.5008014E-46    
17.95            1.4611126E-46    6.1550538E-47    2.4208164E-47    2.0908113E-47    1.2307424E-45    3.1708495E-46    1.8745886E-46    1.5180264E-46    
18.05            1.4693976E-46    6.1897961E-47    2.4343274E-47    2.1024449E-47    1.2449461E-45    3.2077642E-46    1.8960143E-46    1.5353496E-46    
18.15            1.4776826E-46    6.2245385E-47    2.4478384E-47    2.1140785E-47    1.2592313E-45    3.2448927E-46    1.9175618E-46    1.5527711E-46    
18.25            1.4859677E-46    6.2592811E-47    2.4613494E-47    2.1257120E-47    1.2735981E-45    3.2822350E-46    1.9392309E-46    1.5702909E-46    
18.35            1.4942528E-46    6.2940238E-47    2.4748604E-47    2.1373455E-47    1.2880463E-45    3.3197912E-46    1.9610218E-46    1.5879089E-46    
18.45            1.5025379E-46    6.3287665E-47    2.4883714E-47    2.1489790E-47    1.3025762E-45    3.3575613E-46    1.9829345E-46    1.6056251E-46    
18.55            1.5108230E-46    6.3635094E-47    2.5018823E-47    2.1606125E-47    1.3171875E-45    3.3955452E-46    2.0049688E-46    1.6234396E-46    
18.65            1.5191082E-46    6.3982524E-47    2.5153933E-47    2.1722460E-47    1.3318804E-45    3.4337430E-46    2.0271249E-46    1.6413524E-46    
18.75            1.5273934E-46    6.4329956E-47    2.5289042E-47    2.1838794E-47    1.3466549E-45    3.4721546E-46    2.0494028E-46    1.6593635E-46    
18.85            1.5356786E-46    6.4677388E-47    2.5424151E-47    2.1955128E-47    1.3615108E-45    3.5107800E-46    2.0718023E-46    1.6774727E-46    
18.95            1.5439638E-46    6.5024821E-47    2.5559260E-47    2.2071462E-47    1.3764484E-45    3.5496194E-46    2.0943236E-46    1.6956803E-46    
19.05            1.5522491E-46    6.5372256E-47    2.5694369E-47    2.2187796E-47    1.3914674E-45    3.5886725E-46    2.1169666E-46    1.7139861E-46    
19.15            1.5605344E-46    6.5719691E-47    2.5829477E-47    2.2304130E-47    1.4065680E-45    3.6279396E-46    2.1397314E-46    1.7323901E-46    
19.25            1.5688197E-46    6.6067127E-47    2.5964586E-47    2.2420463E-47    1.4217501E-45    3.6674204E-46    2.1626179E-46    1.7508924E-46    
19.35            1.5771050E-46    6.6414565E-47    2.6099694E-47    2.2536796E-47    1.4370138E-45    3.7071152E-46    2.1856261E-46    1.7694930E-46    
19.45            1.5853904E-46    6.6762003E-47    2.6234802E-47    2.2653130E-47    1.4523590E-45    3.7470238E-46    2.2087560E-46    1.7881918E-46    
19.55            1.5936757E-46    6.7109443E-47    2.6369911E-47    2.2769462E-47    1.4677857E-45    3.7871462E-46    2.2320077E-46    1.8069889E-46    
19.65            1.6019611E-46    6.7456883E-47    2.6505019E-47    2.2885795E-47    1.4832940E-45    3.8274825E-46    2.2553811E-46    1.8258842E-46    
19.75            1.6102466E-46    6.7804324E-47    2.6640127E-47    2.3002128E-47    1.4988838E-45    3.8680327E-46    2.2788762E-46    1.8448778E-46    
19.85            1.6185320E-46    6.8151766E-47    2.6775234E-47    2.3118460E-47    1.5145551E-45    3.9087967E-46    2.3024931E-46    1.8639697E-46    
19.95            1.6268175E-46    6.8499209E-47    2.6910342E-47    2.3234792E-47    1.5303080E-45    3.9497746E-46    2.3262317E-46    1.8831598E-46    
20.05            1.6351029E-46    6.8846653E-47    2.7045450E-47    2.3351124E-47    1.5461424E-45    3.9909663E-46    2.3500920E-46    1.9024481E-46    
20.15            1.6433884E-46    6.9194098E-47    2.7180557E-47    2.3467456E-47    1.5620584E-45    4.0323718E-46    2.3740741E-46    1.9218347E-46    
20.25            1.6516740E-46    6.9541544E-47    2.7315664E-47    2.3583788E-47    1.5780559E-45    4.0739913E-46    2.3981779E-46    1.9413196E-46    
20.35            1.6599595E-46    6.9888991E-47    2.7450771E-47    2.3700120E-47    1.5941349E-45    4.1158246E-46    2.4224034E-46    1.9609027E-46    
20.45            1.6682451E-46    7.0236438E-47    2.7585878E-47    2.3816451E-47    1.6102955E-45    4.1578717E-46    2.4467506E-46    1.9805841E-46    
20.55            1.6765306E-46    7.0583886E-47    2.7720985E-47    2.3932782E-47    1.6265376E-45    4.2001327E-46    2.4712196E-46    2.0003637E-46    
20.65            1.6848162E-46    7.0931335E-47    2.7856092E-47    2.4049113E-47    1.6428613E-45    4.2426076E-46    2.4958103E-46    2.0202416E-46    
20.75            1.6931019E-46    7.1278785E-47    2.7991199E-47    2.4165444E-47    1.6592664E-45    4.2852963E-46    2.5205228E-46    2.0402177E-46    
20.85            1.7013875E-46    7.1626236E-47    2.8126306E-47    2.4281775E-47    1.6757532E-45    4.3281988E-46    2.5453569E-46    2.0602921E-46    
20.95            1.7096732E-46    7.1973688E-47    2.8261412E-47    2.4398106E-47    1.6923214E-45    4.3713153E-46    2.5703128E-46    2.0804648E-46    
21.05            1.7179588E-46    7.2321140E-47    2.8396519E-47    2.4514436E-47    1.7089712E-45    4.4146455E-46    2.5953904E-46    2.1007357E-46    
21.15            1.7262445E-46    7.2668593E-47    2.8531625E-47    2.4630767E-47    1.7257025E-45    4.4581897E-46    2.6205898E-46    2.1211049E-46    
21.25            1.7345302E-46    7.3016047E-47    2.8666731E-47    2.4747097E-47    1.7425154E-45    4.5019477E-46    2.6459109E-46    2.1415723E-46    
21.35            1.7428159E-46    7.3363501E-47    2.8801837E-47    2.4863427E-47    1.7594098E-45    4.5459195E-46    2.6713537E-46    2.1621380E-46    
21.45            1.7511017E-46    7.3710957E-47    2.8936943E-47    2.4979757E-47    1.7763858E-45    4.5901052E-46    2.6969183E-46    2.1828019E-46    
21.55            1.7593874E-46    7.4058413E-47    2.9072049E-47    2.5096087E-47    1.7934433E-45    4.6345048E-46    2.7226045E-46    2.2035641E-46    
21.65            1.7676732E-46    7.4405869E-47    2.9207155E-47    2.5212417E-47    1.8105823E-45    4.6791182E-46    2.7484126E-46    2.2244245E-46    
21.75            1.7759590E-46    7.4753327E-47    2.9342261E-47    2.5328746E-47    1.8278028E-45    4.7239455E-46    2.7743423E-46    2.2453832E-46    
21.85            1.7842448E-46    7.5100785E-47    2.9477366E-47    2.5445076E-47    1.8451049E-45    4.7689866E-46    2.8003938E-46    2.2664402E-46    
21.95            1.7925306E-46    7.5448244E-47    2.9612472E-47    2.5561405E-47    1.8624886E-45    4.8142416E-46    2.8265670E-46    2.2875954E-46    
22.05            1.8008165E-46    7.5795703E-47    2.9747577E-47    2.5677734E-47    1.8799537E-45    4.8597105E-46    2.8528619E-46    2.3088489E-46    
22.15            1.8091023E-46    7.6143164E-47    2.9882683E-47    2.5794063E-47    1.8975005E-45    4.9053932E-46    2.8792786E-46    2.3302006E-46    
22.25            1.8173882E-46    7.6490624E-47    3.0017788E-47    2.5910392E-47    1.9151287E-45    4.9512898E-46    2.9058170E-46    2.3516506E-46    
22.35            1.8256741E-46    7.6838086E-47    3.0152893E-47    2.6026721E-47    1.9328385E-45    4.9974002E-46    2.9324771E-46    2.3731988E-46    
22.45            1.8339600E-46    7.7185548E-47    3.0287998E-47    2.6143050E-47    1.9506298E-45    5.0437245E-46    2.9592589E-46    2.3948453E-46    
22.55            1.8422459E-46    7.7533011E-47    3.0423103E-47    2.6259378E-47    1.9685027E-45    5.0902626E-46    2.9861625E-46    2.4165900E-46    
22.65            1.8505318E-46    7.7880474E-47    3.0558208E-47    2.6375707E-47    1.9864571E-45    5.1370146E-46    3.0131878E-46    2.4384330E-46    
22.75            1.8588177E-46    7.8227938E-47    3.0693313E-47    2.6492035E-47    2.0044930E-45    5.1839805E-46    3.0403349E-46    2.4603743E-46    
22.85            1.8671037E-46    7.8575403E-47    3.0828418E-47    2.6608363E-47    2.0226105E-45    5.2311602E-46    3.0676036E-46    2.4824138E-46    
22.95            1.8753897E-46    7.8922868E-47    3.0963523E-47    2.6724692E-47    2.0408095E-45    5.2785538E-46    3.0949941E-46    2.5045515E-46    
23.05            1.8836756E-46    7.9270334E-47    3.1098627E-47    2.6841020E-47    2.0590900E-45    5.3261612E-46    3.1225064E-46    2.5267876E-46    
23.15            1.8919616E-46    7.9617800E-47    3.1233732E-47    2.6957348E-47    2.0774521E-45    5.3739825E-46    3.1501403E-46    2.5491218E-46    
23.25            1.9002476E-46    7.9965267E-47    3.1368836E-47    2.7073675E-47    2.0958958E-45    5.4220176E-46    3.1778960E-46    2.5715544E-46    
23.35            1.9085337E-46    8.0312735E-47    3.1503941E-47    2.7190003E-47    2.1144209E-45    5.4702666E-46    3.2057735E-46    2.5940852E-46    
23.45            1.9168197E-46    8.0660203E-47    3.1639045E-47    2.7306331E-47    2.1330276E-45    5.5187295E-46    3.2337726E-46    2.6167142E-46    
23.55            1.9251057E-46    8.1007672E-47    3.1774149E-47    2.7422658E-47    2.1517159E-45    5.5674062E-46    3.2618935E-46    2.6394415E-46    
23.65            1.9333918E-46    8.1355141E-47    3.1909254E-47    2.7538986E-47    2.1704857E-45    5.6162968E-46    3.2901361E-46    2.6622670E-46    
23.75            1.9416779E-46    8.1702611E-47    3.2044358E-47    2.7655313E-47    2.1893370E-45    5.6654013E-46    3.3185004E-46    2.6851908E-46    
23.85            1.9499640E-46    8.2050081E-47    3.2179462E-47    2.7771640E-47    2.2082698E-45    5.7147196E-46    3.3469865E-46    2.7082129E-46    
23.95            1.9582501E-46    8.2397552E-47    3.2314566E-47    2.7887967E-47    2.2272842E-45    5.7642517E-46    3.3755943E-46    2.7313332E-46    
24.05            1.9665362E-46    8.2745024E-47    3.2449669E-47    2.8004294E-47    2.2463801E-45    5.8139978E-46    3.4043239E-46    2.7545518E-46    
24.15            1.9748223E-46    8.3092496E-47    3.2584773E-47    2.8120621E-47    2.2655576E-45    5.8639576E-46    3.4331751E-46    2.7778686E-46    
24.25            1.9831084E-46    8.3439968E-47    3.2719877E-47    2.8236948E-47    2.2848166E-45    5.9141314E-46    3.4621481E-46    2.8012837E-46    
24.35            1.9913946E-46    8.3787441E-47    3.2854981E-47    2.8353275E-47    2.3041572E-45    5.9645190E-46    3.4912428E-46    2.8247970E-46    
24.45            1.9996807E-46    8.4134914E-47    3.2990084E-47    2.8469602E-47    2.3235792E-45    6.0151204E-46    3.5204593E-46    2.8484086E-46    
24.55            2.0079669E-46    8.4482388E-47    3.3125188E-47    2.8585928E-47    2.3430829E-45    6.0659358E-46    3.5497975E-46    2.8721185E-46    
24.65            2.0162531E-46    8.4829863E-47    3.3260291E-47    2.8702255E-47    2.3626680E-45    6.1169649E-46    3.5792574E-46    2.8959266E-46    
24.75            2.0245392E-46    8.5177338E-47    3.3395395E-47    2.8818581E-47    2.3823347E-45    6.1682080E-46    3.6088390E-46    2.9198329E-46    
24.85            2.0328254E-46    8.5524813E-47    3.3530498E-47    2.8934907E-47    2.4020830E-45    6.2196649E-46    3.6385424E-46    2.9438376E-46    
24.95            2.0411116E-46    8.5872289E-47    3.3665601E-47    2.9051234E-47    2.4219127E-45    6.2713356E-46    3.6683675E-46    2.9679404E-46    
25.05            2.0493979E-46    8.6219765E-47    3.3800705E-47    2.9167560E-47    2.4418240E-45    6.3232202E-46    3.6983144E-46    2.9921416E-46    
25.15            2.0576841E-46    8.6567242E-47    3.3935808E-47    2.9283886E-47    2.4618169E-45    6.3753187E-46    3.7283829E-46    3.0164409E-46    
25.25            2.0659703E-46    8.6914719E-47    3.4070911E-47    2.9400212E-47    2.4818913E-45    6.4276311E-46    3.7585732E-46    3.0408386E-46    
25.35            2.0742566E-46    8.7262197E-47    3.4206014E-47    2.9516538E-47    2.5020472E-45    6.4801573E-46    3.7888853E-46    3.0653345E-46    
25.45            2.0825428E-46    8.7609675E-47    3.4341117E-47    2.9632863E-47    2.5222847E-45    6.5328973E-46    3.8193190E-46    3.0899286E-46    
25.55            2.0908291E-46    8.7957154E-47    3.4476220E-47    2.9749189E-47    2.5426037E-45    6.5858512E-46    3.8498745E-46    3.1146210E-46    
25.65            2.0991154E-46    8.8304633E-47    3.4611323E-47    2.9865515E-47    2.5630042E-45    6.6390190E-46    3.8805517E-46    3.1394117E-46    
25.75            2.1074017E-46    8.8652112E-47    3.4746426E-47    2.9981840E-47    2.5834863E-45    6.6924006E-46    3.9113507E-46    3.1643006E-46    
25.85            2.1156880E-46    8.8999592E-47    3.4881528E-47    3.0098166E-47    2.6040499E-45    6.7459961E-46    3.9422713E-46    3.1892877E-46    
25.95            2.1239743E-46    8.9347072E-47    3.5016631E-47    3.0214491E-47    2.6246951E-45    6.7998055E-46    3.9733137E-46    3.2143732E-46    
26.05            2.1322606E-46    8.9694553E-47    3.5151734E-47    3.0330817E-47    2.6454218E-45    6.8538287E-46    4.0044779E-46    3.2395568E-46    
26.15            2.1405469E-46    9.0042034E-47    3.5286836E-47    3.0447142E-47    2.6662300E-45    6.9080658E-46    4.0357637E-46    3.2648388E-46    
26.25            2.1488333E-46    9.0389516E-47    3.5421939E-47    3.0563467E-47    2.6871198E-45    6.9625167E-46    4.0671713E-46    3.2902190E-46    
26.35            2.1571196E-46    9.0736998E-47    3.5557041E-47    3.0679792E-47    2.7080911E-45    7.0171815E-46    4.0987007E-46    3.3156974E-46    
26.45            2.1654060E-46    9.1084480E-47    3.5692144E-47    3.0796117E-47    2.7291439E-45    7.0720602E-46    4.1303517E-46    3.3412741E-46    
26.55            2.1736924E-46    9.1431963E-47    3.5827246E-47    3.0912442E-47    2.7502783E-45    7.1271527E-46    4.1621245E-46    3.3669490E-46    
26.65            2.1819787E-46    9.1779446E-47    3.5962348E-47    3.1028767E-47    2.7714942E-45    7.1824591E-46    4.1940190E-46    3.3927223E-46    
26.75            2.1902651E-46    9.2126929E-47    3.6097451E-47    3.1145092E-47    2.7927917E-45    7.2379793E-46    4.2260353E-46    3.4185937E-46    
26.85            2.1985515E-46    9.2474413E-47    3.6232553E-47    3.1261417E-47    2.8141707E-45    7.2937134E-46    4.2581732E-46    3.4445634E-46    
26.95            2.2068379E-46    9.2821897E-47    3.6367655E-47    3.1377741E-47    2.8356312E-45    7.3496614E-46    4.2904329E-46    3.4706314E-46    
27.05            2.2151243E-46    9.3169382E-47    3.6502757E-47    3.1494066E-47    2.8571733E-45    7.4058232E-46    4.3228144E-46    3.4967976E-46    
27.15            2.2234107E-46    9.3516867E-47    3.6637859E-47    3.1610390E-47    2.8787969E-45    7.4621989E-46    4.3553176E-46    3.5230621E-46    
27.25            2.2316971E-46    9.3864352E-47    3.6772961E-47    3.1726715E-47    2.9005021E-45    7.5187885E-46    4.3879424E-46    3.5494248E-46    
27.35            2.2399836E-46    9.4211838E-47    3.6908063E-47    3.1843039E-47    2.9222887E-45    7.5755919E-46    4.4206891E-46    3.5758858E-46    
27.45            2.2482700E-46    9.4559324E-47    3.7043165E-47    3.1959364E-47    2.9441570E-45    7.6326091E-46    4.4535574E-46    3.6024451E-46    
27.55            2.2565565E-46    9.4906810E-47    3.7178267E-47    3.2075688E-47    2.9661067E-45    7.6898403E-46    4.4865475E-46    3.6291026E-46    
27.65            2.2648429E-46    9.5254297E-47    3.7313369E-47    3.2192012E-47    2.9881381E-45    7.7472853E-46    4.5196593E-46    3.6558584E-46    
27.75            2.2731294E-46    9.5601784E-47    3.7448471E-47    3.2308336E-47    3.0102509E-45    7.8049441E-46    4.5528929E-46    3.6827124E-46    
27.85            2.2814159E-46    9.5949272E-47    3.7583573E-47    3.2424661E-47    3.0324453E-45    7.8628168E-46    4.5862482E-46    3.7096646E-46    
27.95            2.2897023E-46    9.6296759E-47    3.7718674E-47    3.2540985E-47    3.0547212E-45    7.9209034E-46    4.6197252E-46    3.7367152E-46    
28.05            2.2979888E-46    9.6644248E-47    3.7853776E-47    3.2657309E-47    3.0770787E-45    7.9792038E-46    4.6533239E-46    3.7638639E-46    
28.15            2.3062753E-46    9.6991736E-47    3.7988878E-47    3.2773632E-47    3.0995177E-45    8.0377181E-46    4.6870444E-46    3.7911110E-46    
28.25            2.3145618E-46    9.7339225E-47    3.8123979E-47    3.2889956E-47    3.1220382E-45    8.0964463E-46    4.7208866E-46    3.8184563E-46    
28.35            2.3228483E-46    9.7686714E-47    3.8259081E-47    3.3006280E-47    3.1446403E-45    8.1553883E-46    4.7548505E-46    3.8458998E-46    
28.45            2.3311349E-46    9.8034203E-47    3.8394182E-47    3.3122604E-47    3.1673239E-45    8.2145442E-46    4.7889361E-46    3.8734416E-46    
28.55            2.3394214E-46    9.8381693E-47    3.8529284E-47    3.3238928E-47    3.1900890E-45    8.2739139E-46    4.8231435E-46    3.9010816E-46    
28.65            2.3477079E-46    9.8729183E-47    3.8664385E-47    3.3355251E-47    3.2129357E-45    8.3334975E-46    4.8574726E-46    3.9288200E-46    
28.75            2.3559944E-46    9.9076673E-47    3.8799486E-47    3.3471575E-47    3.2358639E-45    8.3932950E-46    4.8919235E-46    3.9566565E-46    
28.85            2.3642810E-46    9.9424164E-47    3.8934588E-47    3.3587898E-47    3.2588737E-45    8.4533063E-46    4.9264961E-46    3.9845913E-46    
28.95            2.3725675E-46    9.9771655E-47    3.9069689E-47    3.3704222E-47    3.2819650E-45    8.5135315E-46    4.9611904E-46    4.0126244E-46    
29.05            2.3808541E-46    1.0011915E-46    3.9204790E-47    3.3820545E-47    3.3051379E-45    8.5739706E-46    4.9960064E-46    4.0407557E-46    
29.15            2.3891407E-46    1.0046664E-46    3.9339891E-47    3.3936868E-47    3.3283922E-45    8.6346235E-46    5.0309442E-46    4.0689853E-46    
29.25            2.3974272E-46    1.0081413E-46    3.9474993E-47    3.4053192E-47    3.3517282E-45    8.6954903E-46    5.0660037E-46    4.0973132E-46    
29.35            2.4057138E-46    1.0116162E-46    3.9610094E-47    3.4169515E-47    3.3751456E-45    8.7565709E-46    5.1011849E-46    4.1257393E-46    
29.45            2.4140004E-46    1.0150911E-46    3.9745195E-47    3.4285838E-47    3.3986446E-45    8.8178654E-46    5.1364878E-46    4.1542636E-46    
29.55            2.4222870E-46    1.0185661E-46    3.9880296E-47    3.4402161E-47    3.4222252E-45    8.8793737E-46    5.1719125E-46    4.1828862E-46    
29.65            2.4305736E-46    1.0220410E-46    4.0015397E-47    3.4518484E-47    3.4458872E-45    8.9410960E-46    5.2074589E-46    4.2116071E-46    
29.75            2.4388602E-46    1.0255159E-46    4.0150498E-47    3.4634807E-47    3.4696308E-45    9.0030320E-46    5.2431271E-46    4.2404262E-46    
29.85            2.4471468E-46    1.0289909E-46    4.0285599E-47    3.4751130E-47    3.4934560E-45    9.0651820E-46    5.2789170E-46    4.2693436E-46    
29.95            2.4554334E-46    1.0324658E-46    4.0420700E-47    3.4867453E-47    3.5173627E-45    9.1275458E-46    5.3148286E-46    4.2983592E-46    
30.05            2.4637201E-46    1.0359407E-46    4.0555801E-47    3.4983776E-47    3.5413509E-45    9.1901235E-46    5.3508619E-46    4.3274731E-46    
30.15            2.4720067E-46    1.0394157E-46    4.0690901E-47    3.5100099E-47    3.5654207E-45    9.2529150E-46    5.3870170E-46    4.3566852E-46    
30.25            2.4802933E-46    1.0428906E-46    4.0826002E-47    3.5216422E-47    3.5895720E-45    9.3159204E-46    5.4232938E-46    4.3859956E-46    
30.35            2.4885800E-46    1.0463656E-46    4.0961103E-47    3.5332745E-47    3.6138048E-45    9.3791396E-46    5.4596923E-46    4.4154042E-46    
30.45            2.4968666E-46    1.0498405E-46    4.1096204E-47    3.5449067E-47    3.6381192E-45    9.4425727E-46    5.4962125E-46    4.4449111E-46    
30.55            2.5051533E-46    1.0533155E-46    4.1231304E-47    3.5565390E-47    3.6625151E-45    9.5062197E-46    5.5328545E-46    4.4745163E-46    
30.65            2.5134399E-46    1.0567904E-46    4.1366405E-47    3.5681713E-47    3.6869926E-45    9.5700806E-46    5.5696182E-46    4.5042197E-46    
30.75            2.5217266E-46    1.0602654E-46    4.1501506E-47    3.5798035E-47    3.7115516E-45    9.6341553E-46    5.6065037E-46    4.5340213E-46    
30.85            2.5300133E-46    1.0637404E-46    4.1636606E-47    3.5914358E-47    3.7361921E-45    9.6984438E-46    5.6435109E-46    4.5639213E-46    
30.95            2.5382999E-46    1.0672153E-46    4.1771707E-47    3.6030680E-47    3.7609142E-45    9.7629462E-46    5.6806398E-46    4.5939194E-46    
31.05            2.5465866E-46    1.0706903E-46    4.1906807E-47    3.6147002E-47    3.7857178E-45    9.8276625E-46    5.7178904E-46    4.6240159E-46    
31.15            2.5548733E-46    1.0741653E-46    4.2041908E-47    3.6263325E-47    3.8106030E-45    9.8925927E-46    5.7552628E-46    4.6542105E-46    
31.25            2.5631600E-46    1.0776402E-46    4.2177008E-47    3.6379647E-47    3.8355696E-45    9.9577367E-46    5.7927569E-46    4.6845035E-46    
31.35            2.5714467E-46    1.0811152E-46    4.2312109E-47    3.6495969E-47    3.8606179E-45    1.0023095E-45    5.8303727E-46    4.7148947E-46    
31.45            2.5797334E-46    1.0845902E-46    4.2447209E-47    3.6612292E-47    3.8857476E-45    1.0088666E-45    5.8681102E-46    4.7453841E-46    
31.55            2.5880201E-46    1.0880652E-46    4.2582309E-47    3.6728614E-47    3.9109589E-45    1.0154452E-45    5.9059695E-46    4.7759718E-46    
31.65            2.5963068E-46    1.0915402E-46    4.2717410E-47    3.6844936E-47    3.9362518E-45    1.0220451E-45    5.9439505E-46    4.8066578E-46    
31.75            2.6045935E-46    1.0950151E-46    4.2852510E-47    3.6961258E-47    3.9616262E-45    1.0286665E-45    5.9820533E-46    4.8374420E-46    
31.85            2.6128803E-46    1.0984901E-46    4.2987610E-47    3.7077580E-47    3.9870821E-45    1.0353092E-45    6.0202777E-46    4.8683245E-46    
31.95            2.6211670E-46    1.1019651E-46    4.3122711E-47    3.7193902E-47    4.0126196E-45    1.0419733E-45    6.0586239E-46    4.8993052E-46    
32.04            2.6294537E-46    1.1054401E-46    4.3257811E-47    3.7310224E-47    4.0382386E-45    1.0486588E-45    6.0970919E-46    4.9303842E-46    
32.15            2.6377405E-46    1.1089151E-46    4.3392911E-47    3.7426546E-47    4.0639391E-45    1.0553657E-45    6.1356815E-46    4.9615614E-46    
32.25            2.6460272E-46    1.1123901E-46    4.3528011E-47    3.7542868E-47    4.0897212E-45    1.0620939E-45    6.1743929E-46    4.9928369E-46    
32.35            2.6543140E-46    1.1158651E-46    4.3663111E-47    3.7659190E-47    4.1155848E-45    1.0688436E-45    6.2132261E-46    5.0242106E-46    
32.44            2.6626007E-46    1.1193401E-46    4.3798211E-47    3.7775512E-47    4.1415299E-45    1.0756146E-45    6.2521809E-46    5.0556826E-46    
32.54            2.6708875E-46    1.1228151E-46    4.3933311E-47    3.7891834E-47    4.1675566E-45    1.0824070E-45    6.2912575E-46    5.0872529E-46    
32.65            2.6791742E-46    1.1262901E-46    4.4068411E-47    3.8008155E-47    4.1936649E-45    1.0892208E-45    6.3304558E-46    5.1189214E-46    
32.75            2.6874610E-46    1.1297651E-46    4.4203511E-47    3.8124477E-47    4.2198546E-45    1.0960560E-45    6.3697758E-46    5.1506882E-46    
32.85            2.6957478E-46    1.1332401E-46    4.4338611E-47    3.8240799E-47    4.2461259E-45    1.1029126E-45    6.4092176E-46    5.1825532E-46    
32.94            2.7040346E-46    1.1367151E-46    4.4473711E-47    3.8357120E-47    4.2724788E-45    1.1097906E-45    6.4487811E-46    5.2145164E-46    
33.04            2.7123213E-46    1.1401901E-46    4.4608811E-47    3.8473442E-47    4.2989132E-45    1.1166899E-45    6.4884663E-46    5.2465780E-46    
33.15            2.7206081E-46    1.1436651E-46    4.4743911E-47    3.8589763E-47    4.3254291E-45    1.1236107E-45    6.5282733E-46    5.2787378E-46    
33.25            2.7288949E-46    1.1471402E-46    4.4879011E-47    3.8706085E-47    4.3520265E-45    1.1305528E-45    6.5682020E-46    5.3109958E-46    
33.35            2.7371817E-46    1.1506152E-46    4.5014111E-47    3.8822406E-47    4.3787055E-45    1.1375163E-45    6.6082524E-46    5.3433521E-46    
33.44            2.7454685E-46    1.1540902E-46    4.5149211E-47    3.8938728E-47    4.4054661E-45    1.1445012E-45    6.6484246E-46    5.3758066E-46    
33.54            2.7537553E-46    1.1575652E-46    4.5284310E-47    3.9055049E-47    4.4323082E-45    1.1515075E-45    6.6887185E-46    5.4083594E-46    
33.65            2.7620421E-46    1.1610402E-46    4.5419410E-47    3.9171371E-47    4.4592318E-45    1.1585352E-45    6.7291341E-46    5.4410105E-46    
33.75            2.7703290E-46    1.1645153E-46    4.5554510E-47    3.9287692E-47    4.4862369E-45    1.1655842E-45    6.7696714E-46    5.4737598E-46    
33.85            2.7786158E-46    1.1679903E-46    4.5689610E-47    3.9404013E-47    4.5133236E-45    1.1726547E-45    6.8103305E-46    5.5066074E-46    
33.94            2.7869026E-46    1.1714653E-46    4.5824709E-47    3.9520335E-47    4.5404919E-45    1.1797465E-45    6.8511113E-46    5.5395532E-46    
34.04            2.7951894E-46    1.1749404E-46    4.5959809E-47    3.9636656E-47    4.5677416E-45    1.1868597E-45    6.8920138E-46    5.5725973E-46    
34.15            2.8034763E-46    1.1784154E-46    4.6094909E-47    3.9752977E-47    4.5950729E-45    1.1939943E-45    6.9330381E-46    5.6057396E-46    
34.25            2.8117631E-46    1.1818904E-46    4.6230008E-47    3.9869298E-47    4.6224858E-45    1.2011503E-45    6.9741841E-46    5.6389802E-46    
34.35            2.8200499E-46    1.1853655E-46    4.6365108E-47    3.9985619E-47    4.6499802E-45    1.2083277E-45    7.0154518E-46    5.6723190E-46    
34.44            2.8283368E-46    1.1888405E-46    4.6500207E-47    4.0101941E-47    4.6775561E-45    1.2155264E-45    7.0568412E-46    5.7057561E-46    
34.54            2.8366236E-46    1.1923155E-46    4.6635307E-47    4.0218262E-47    4.7052136E-45    1.2227466E-45    7.0983524E-46    5.7392915E-46    
34.65            2.8449105E-46    1.1957906E-46    4.6770407E-47    4.0334583E-47    4.7329526E-45    1.2299881E-45    7.1399853E-46    5.7729251E-46    
34.75            2.8531973E-46    1.1992656E-46    4.6905506E-47    4.0450904E-47    4.7607731E-45    1.2372510E-45    7.1817400E-46    5.8066569E-46    
34.85            2.8614842E-46    1.2027407E-46    4.7040606E-47    4.0567225E-47    4.7886752E-45    1.2445353E-45    7.2236163E-46    5.8404871E-46    
34.94            2.8697711E-46    1.2062157E-46    4.7175705E-47    4.0683546E-47    4.8166588E-45    1.2518410E-45    7.2656144E-46    5.8744154E-46    
