# 4, 8000
# PB Time [s]     Sig./DOM [ ]     
# t               nu_e            nu_e_bar        nu_x            nu_x_bar         
-0.685            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.683            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.681            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.679            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.677            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.675            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.673            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.671            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.669            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.667            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.665            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.663            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.661            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.659            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.657            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.655            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.653            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.651            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.649            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.647            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.645            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.643            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.641            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.639            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.637            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.635            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.633            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.631            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.629            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.627            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.625            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.623            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.621            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.619            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.617            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.615            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.613            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.611            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.609            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.607            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.605            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.603            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.601            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.599            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.597            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
